Payment Date,Amount,Organisational Unit
2018-06-15,360.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,549.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,423.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,720.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,606.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,1440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,610.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,305.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,355.76,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,613.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,280.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2520.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,1657.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,582.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,338.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,360.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,549.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,720.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,423.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,2240.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,608.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-15,3780.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-13,26380.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-29,1785.00,Chief Executive's Office (obsolete)-Finance Service
2018-06-29,525.00,Chief Executive's Office (obsolete)-Finance Service
2018-06-20,15360.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-20,1215.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-20,743.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-20,27937.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-20,1895.72,
2018-06-20,976.34,
2018-06-20,288579.67,
2018-06-01,39591.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-21,2190.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-04,209796.41,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-28,209796.41,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-29,20371.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-20,208.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,126.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,144.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,162.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-13,846.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-07,279026.93,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-18,6160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,642.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1995.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-06,423.95,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,574.07,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,581.02,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,549.05,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,422.56,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,487.89,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,423.95,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,436.46,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,433.68,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,344.72,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,368.35,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,289.12,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,154.29,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,278.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,268.27,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-14,522.64,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-14,517.08,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-05,13329.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-11,4144.30,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-11,9000.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-18,2996.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-18,3284.10,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-14,1857.85,
2018-06-26,1153.96,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4108.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-06,3275.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-06,485.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-06,755.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-06,4100.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-06,4000.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-06,1740.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,490.00,Communities & Service Support (obsolete)-Museums & Arts
2018-06-06,3900.00,Economy and Environment (obsolete)-Markets
2018-06-07,500.00,Economy and Environment (obsolete)-Markets
2018-06-08,500.00,Economy and Environment (obsolete)-Markets
2018-06-12,1705.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,640.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-14,670.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,490.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-15,900.00,Economy and Environment (obsolete)-Regeneration - Capital
2018-06-19,500.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,740.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-19,1545.45,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-20,450.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,1500.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-06-21,2785.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-21,1069.64,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-26,779.92,Economy and Environment (obsolete)-Transport Services
2018-06-26,425.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-26,583.44,Chief Executive's Office (obsolete)-Law & Administration Service
2018-06-28,600.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-28,779.92,Economy and Environment (obsolete)-Transport Services
2018-06-29,1545.45,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-29,531.93,Economy and Environment (obsolete)-Markets
2018-06-07,755.00,Economy and Environment (obsolete)-Housing Services
2018-06-29,1470.00,Economy and Environment (obsolete)-Planning & Building Control
2018-06-26,2150.24,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,19733.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1902.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,685.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,7380.14,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,8123.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2200.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,2025.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,945.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1620.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,472.50,Children and Young People (obsolete)-Childrens Services Unit
2018-06-08,500.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-29,5625.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-20,45007.00,Children and Young People (obsolete)-Education
2018-06-26,10419.68,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,4222.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,6424.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-29,450.60,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-04,1352.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-22,885.00,Chief Executive's Office (obsolete)-Public Health
2018-06-26,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,5200.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-08,500.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-06-20,35262.00,Children and Young People (obsolete)-Education
2018-06-26,2378.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,770.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,696.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,2760.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,129726.00,Children and Young People (obsolete)-Education
2018-06-20,5172.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,7667.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-21,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-07,6115.99,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,11930.51,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-21,630.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-26,8089.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,2660.31,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,1840.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,289.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,64853.00,Children and Young People (obsolete)-Education
2018-06-22,16406.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-20,1714.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-20,1714.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,7225.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,16035.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,23166.67,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,14583.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-11,14583.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,23166.67,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,4083.33,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-19,22858.40,Economy and Environment (obsolete)-Regeneration - Capital
2018-06-26,1917.72,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,475.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,348.00,Economy and Environment (obsolete)-Transport Services
2018-06-18,348.00,Economy and Environment (obsolete)-Transport Services
2018-06-18,348.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-18,348.00,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-18,353.36,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,353.36,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,284.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-18,284.00,Communities & Service Support (obsolete)-Recreation & Support
2018-06-18,535.36,Communities & Service Support (obsolete)-Sport & Countryside
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,1728.32,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,535.36,Communities & Service Support (obsolete)-Sport & Countryside
2018-06-18,716.86,Economy and Environment (obsolete)-Transport Services
2018-06-18,716.86,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-06-18,1728.32,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,716.86,Communities & Service Support (obsolete)-Sport & Countryside
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-18,139.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-29,1003.06,Communities & Service Support (obsolete)-Recreation & Support
2018-06-14,1200.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-14,325.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-08,458.50,Communities & Service Support (obsolete)-Museums & Arts
2018-06-21,25521.50,Communities & Service Support (obsolete)-Museums & Arts
2018-06-18,2710.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-12,42193.90,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-28,6153.87,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-28,5128.23,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-28,6153.87,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-08,680.00,Communities & Service Support (obsolete)-Museums & Arts
2018-06-19,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,432.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-11,17.40,Deputy Chief Executive (obsolete)-ICT Services
2018-06-11,580.00,Deputy Chief Executive (obsolete)-ICT Services
2018-06-19,1260.00,Economy and Environment (obsolete)-Regeneration - Capital
2018-06-19,1800.00,Economy and Environment (obsolete)-Regeneration - Capital
2018-06-07,3214.35,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,30.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,6321.45,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,6321.30,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,5892.90,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,6321.30,Children and Young People (obsolete)-Childrens Care Services
2018-06-07,6321.30,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,5201.70,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,5201.70,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,30.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,3428.64,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,1976.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,6742.88,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,6742.72,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,6285.76,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,6742.72,Children and Young People (obsolete)-Childrens Care Services
2018-06-18,6742.72,Children and Young People (obsolete)-Childrens Care Services
2018-06-22,2950.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-22,1852.50,Children and Young People (obsolete)-Childrens Care Services
2018-06-22,3785.65,Children and Young People (obsolete)-Childrens Care Services
2018-06-22,270.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-22,90.00,Children and Young People (obsolete)-Childrens Care Services
2018-06-22,4021.36,Children and Young People (obsolete)-Childrens Care Services
2018-06-06,1314.88,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-21,9437.50,Children and Young People (obsolete)-Childrens Care Services
2018-06-26,354377.28,Children and Young People (obsolete)-Education - Capital
2018-06-21,500.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-26,409.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,9409.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,124991.32,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,84214.29,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,8741.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-01,864.00,Economy and Environment (obsolete)-Transport Services
2018-06-18,1204.00,Economy and Environment (obsolete)-Transport Services
2018-06-06,53291.25,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-06,65149.60,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-06,20508.20,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-07,9310.87,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-28,16040.05,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-28,1220.08,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-28,14765.44,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-28,465.48,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-28,2503.22,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-26,110.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-26,761.88,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-26,155.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-06-18,514.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-25,1500.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-06-08,243616.97,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-06,320.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,320.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,320.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,320.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,320.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-06,320.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-14,864.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-14,35066.18,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-29,9224.05,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-06-12,1247.74,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-22,25000.00,Communities & Service Support (obsolete)-Museums & Arts
2018-06-26,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-26,689.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-06-14,748.49,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,12820.09,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-14,977.07,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,1524.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,24399.71,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,372.72,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,1178.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,17688.96,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,267.88,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,423.22,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,5353.94,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-14,2280.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,8556.46,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,3303.35,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,6822.67,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,15488.06,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,27232.20,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,3303.35,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,227.80,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,303.73,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,455.60,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,43.39,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,607.47,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,43.39,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,32.52,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,390.51,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,43.39,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,553.24,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,173.56,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,216.95,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,3303.35,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,252.89,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,1132.61,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,195.03,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,86.78,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,97.63,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,227.80,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-14,206.11,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-19,454.00,Economy and Environment (obsolete)-Highways and Engineering Services
2018-06-29,4191.01,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-08,439.85,Economy and Environment (obsolete)-Transport Services
2018-06-08,1077.53,Economy and Environment (obsolete)-Regeneration
2018-06-15,473.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-06-19,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,432.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,648.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1026.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,432.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,702.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-19,1242.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-26,615.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-28,1230.00,Children and Young People (obsolete)-Childrens Services Unit
2018-06-28,1411.20,Children and Young People (obsolete)-Childrens Services Unit
2018-06-05,15660.52,Deputy Chief Executive (obsolete)-ICT Services
2018-06-08,8102.33,Deputy Chief Executive (obsolete)-ICT Services
2018-06-12,485.16,Deputy Chief Executive (obsolete)-ICT Services
2018-06-14,958.33,Deputy Chief Executive (obsolete)-ICT Services
2018-06-20,29119.03,Deputy Chief Executive (obsolete)-ICT Services
2018-06-27,485.16,Deputy Chief Executive (obsolete)-ICT Services
2018-06-21,1200.00,Deputy Chief Executive (obsolete)-Human Resources
2018-06-26,1416.64,Deputy Chief Executive (obsolete)-Human Resources
2018-06-14,5394.22,Economy and Environment (obsolete)-Housing Services - Capital
2018-06-22,440.00,Economy and Environment (obsolete)-Regeneration
2018-06-22,75.00,Economy and Environment (obsolete)-Regeneration
2018-06-07,7953.26,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-06-07,15922.09,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
