Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07086,1377.12,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07087,539.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07088,435.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07089,435.68,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07090,690.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07091,524.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07092,552.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07093,1802.24,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07094,1304.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07095,530.24,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07096,1112.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07097,486.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07098,1861.66,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07099,1264.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07100,828.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07101,537.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07102,1707.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07103,2484.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07104,1096.12,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07105,1007.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07106,524.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07107,666.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07108,428.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07109,869.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07110,569.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07111,2267.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07112,1481.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07113,786.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07114,520.12,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07115,755.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07116,6254.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07117,3732.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07118,2544.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07119,479.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07120,1193.08,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07121,719.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07122,1953.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07123,1054.44,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07124,1265.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07125,1163.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07126,469.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07127,1964.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07128,1865.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07129,4168.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07130,864.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07131,613.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07132,1222.64,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07133,5522.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07134,676.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07135,1985.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07136,958.44,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07137,10400.25,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07138,910.20,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07139,1603.28,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07140,725.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07141,740.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07142,462.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07143,1057.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07144,2066.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07145,860.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07146,-4401.10,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07147,460.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07148,460.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07149,509.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07150,900.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07151,1068.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07152,1414.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07153,1582.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07154,-2827.44,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07155,2573.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07156,502.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07157,1171.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07158,719.04,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07159,931.68,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07160,15397.96,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07161,439.04,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07162,461.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,21/12/2011,1112-07163,4702.64,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07164,743.08,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07165,2017.08,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07166,614.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07167,1000.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07168,1119.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07169,458.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07170,591.14,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07171,602.72,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07172,661.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07173,506.04,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07174,773.36,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07175,7667.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07176,991.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07177,752.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07178,1203.84,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07179,978.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07180,598.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07181,953.76,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07182,838.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07183,741.04,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07184,1579.08,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07185,565.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07186,788.64,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Personalised Budgets,627,21/12/2011,1112-07187,4993.16,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,
