Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,27/04/2015,WEETON PARISH COUNCIL,4627271,"1,941.00",WEETON Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,27/04/2015,WHIXLEY PARISH COUNCIL,4627269,"3,118.00",WHIXLEY Parish Precept 1st Instalment
Harrogate Borough Council,Other Operating Expenditure/Income,R,Corporate Affairs,Accountancy,Parish Precept Payments,27/04/2015,WIGHILL PARISH COUNCIL,4627267,344.00,WIGHILL Parish Precept 1st Instalment
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Subscriptions,08/04/2015,CIPFA BUSINESS LTD,4625809,"1,887.50",ACCR1516  CIPFA Benefits and Revenues Service  1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,ICT Rechargeables,01/04/2015,VICTORIA SOLUTIONS LIMITED,4626573,"5,431.03",ACCR1516  Annual License and Maintenance
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Chief Executive,Subscriptions,27/04/2015,LOCAL GOVERNMENT ASSOCIATION,4627871,"10,450.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Subscriptions,01/04/2015,LGIU,4627083,500.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Paper,15/04/2015,PREMIER PAPER GROUP LTD,4627795,612.53,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,Grants/Contribs to Other Bodies,22/04/2015,YORKSHIRE LOCAL COUNCILS ASSOCIATIONS,4628164,"1,200.00",Annual contribution to the YLCA
Harrogate Borough Council,Employees,R,Corporate Affairs,Communications & Media,Non Qualification Training,01/04/2015,IN2-TRAINING (UK) LTD,4627034,723.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Communications & Media,Advertising,29/04/2015,STRAY FM,4628260,"1,000.00",
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,Corporate Business Support,Equipment,22/04/2015,ARENA GROUP LTD,4627828,"1,486.14",
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,08/04/2015,COMPUTERSHARE VOUCHER SERVICES,4627454,"8,831.98",
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Corporate Business Support,Debits,08/04/2015,COMPUTERSHARE VOUCHER SERVICES,4627454,220.80,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,29/04/2015,LYRECO,4628363,320.53,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Stationery/Office Consumables,08/04/2015,PRINT ON SOLUTIONS LTD,4625821,427.78,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Miscellaneous Expenditure,22/04/2015,REDFERN TRAVEL LTD,4627563,6.31,ACCR1415 ADMIN FEE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/04/2015,ROYAL MAIL GROUP LTD,4628288,210.00,0645219042
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/04/2015,ROYAL MAIL GROUP LTD,4625501,405.63,0358796000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4627229,225.52,ACCR1415 0645219037 FORTHE PERIOD 23/4/2011 - 14/03/2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4627229,455.48,ACCR1415 0645219037 FOR THE PERIOD 23/4/2011 -14/3/2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4626361,108.41,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4626361,1.24,0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4626361,"1,506.47",0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/04/2015,ROYAL MAIL GROUP LTD,4627625,47.89,ACCR1415 0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/04/2015,ROYAL MAIL GROUP LTD,4627625,"1,713.58",ACCR1415 0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/04/2015,ROYAL MAIL GROUP LTD,4627625,25.34,ACCR1415 0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4626362,"1,700.66",0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,15/04/2015,ROYAL MAIL GROUP LTD,4626362,92.69,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/04/2015,ROYAL MAIL GROUP LTD,4625500,"1,782.44",0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/04/2015,ROYAL MAIL GROUP LTD,4625500,83.43,0645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,01/04/2015,ROYAL MAIL GROUP LTD,4625503,"2,589.96",0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,29/04/2015,ROYAL MAIL GROUP LTD,4627622,"3,848.25",ACCR1415 0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,08/04/2015,ROYAL MAIL GROUP LTD,4626360,"4,000.03",0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Corporate Business Support,Postage,22/04/2015,ROYAL MAIL GROUP LTD,4626793,"23,824.95",ACCR1415  0258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,13/04/2015,BOROUGHBRIDGE TOWN COUNCIL,4627665,"7,750.00",CSP Annual Fee
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Qualification Training,01/04/2015,E J AYLING,4626740,"1,128.25",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,08/04/2015,MASHAMSHIRE COMMUNITY OFFICE,4627495,"10,250.00",ACCR1516 Customer service point fee 1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Other Supplies & Services,22/04/2015,MY SOCIETY LTD,4627052,375.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,08/04/2015,NORTH YORKSHIRE COUNTY COUNCIL,4627490,"5,750.00",Customer service point fee 1516
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,27/04/2015,PRIME TIME RECRUITMENT LTD,4628732,298.10,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,22/04/2015,PRIME TIME RECRUITMENT LTD,4628184,304.88,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,27/04/2015,PRIME TIME RECRUITMENT LTD,4625885,399.73,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,27/04/2015,PRIME TIME RECRUITMENT LTD,4626566,399.73,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,27/04/2015,PRIME TIME RECRUITMENT LTD,4628178,399.73,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,27/04/2015,PRIME TIME RECRUITMENT LTD,4626075,406.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Grants/Contribs to Other Bodies,20/04/2015,THE NIDDERDALE PLUS PARTNERSHIP,4628185,"5,750.00",Customer Service Point Annual Fee
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Qualification Training,01/04/2015,YORKSHIRE EVENT CENTRE LTD,4626942,289.67,Swale  and  Esk room hire
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Subscriptions,08/04/2015,CIPFA BUSINESS LTD,4625809,"1,887.50",ACCR1516  CIPFA Benefits and Revenues Service  1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Consultants Fees,29/04/2015,DATATANK LTD,4629258,236.50,SPD Review
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Advertising,08/04/2015,JOHNSTON PUBLISHING LTD,4626467,"2,383.33",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,29/04/2015,POSTURITE (UK) LTD,4628733,696.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,27/04/2015,ADARE LIMITED,4627961,"1,813.85",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,29/04/2015,ADARE LIMITED,4627991,"2,309.49",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,15/04/2015,ARENA GROUP LTD,4626896,400.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,29/04/2015,ELECTORAL REFORM SERVICES,4629022,757.48,Individual Electoral Registration 2015
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,01/04/2015,ROYAL MAIL GROUP LTD,4625502,277.45,0158754000
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,15/04/2015,ADULT PLACEMENT SERVICES LTD,4627992,360.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,01/04/2015,E J AYLING,4626753,850.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,29/04/2015,HARROGATE & DISTRICT NHS FOUNDATION TRUST,4629175,"1,528.75",OCCUPATIONAL HEALTH SERVICES
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Occupational Health,29/04/2015,INSIGHT HEALTHCARE LTD,4628379,"2,337.30",Quarterly EAP capitated fee
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,15/04/2015,PARK RETAIL LTD,4627863,"10,368.36",
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,20/04/2015,QA LIMITED,4628323,780.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,15/04/2015,REED SPECIALIST RECRUITMENT LTD,4628084,495.60,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,29/04/2015,REED SPECIALIST RECRUITMENT LTD,4629208,495.60,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,15/04/2015,REED SPECIALIST RECRUITMENT LTD,4628082,611.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,15/04/2015,REED SPECIALIST RECRUITMENT LTD,4628083,611.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Temporary Staff,29/04/2015,REED SPECIALIST RECRUITMENT LTD,4629187,611.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Corporate Training,22/04/2015,SMARTSTYLE TECHNOLOGY TRAINING LTD,4628541,895.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,08/04/2015,AGE UK NORTH YORKSHIRE,4626053,"1,500.00",
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Professional Subscriptions,22/04/2015,APSE,4627918,"3,300.00",APSE membership fee 20152016
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Supplies & Services,29/04/2015,LAMBERT SMITH HAMPTON,4629018,"1,571.50",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),ICT Rechargeables,29/04/2015,SAFECONTROL LTD,4628307,221.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Internal Audit,Qualification Training,15/04/2015,CIPFA,4626465,785.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Internal Audit,Non Qualification Training,01/04/2015,CIPFA BUSINESS LTD,4626285,290.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Internal Audit,Subscriptions,01/04/2015,CIPFA BUSINESS LTD,4625556,"1,610.00",
Harrogate Borough Council,Transport,R,Corporate Affairs,Internal Audit,Travel,22/04/2015,REDFERN TRAVEL LTD,4627563,118.05,REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),08/04/2015,ADELANTE SOFTWARE LTD,4625530,"8,070.63",ACCR1516  Smartpay Support renewal
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/04/2015,ADELANTE SOFTWARE LTD,4627348,"3,534.00",Desksmart upgrade
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),08/04/2015,CAPITA BUSINESS SERVICES LTD,4625562,"5,341.34",ACCR1516  Payment Management Systems 1516
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,01/04/2015,COMCEN COMPUTER SUPPLIES,4625571,300.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,COOLSPIRIT,4628358,"5,345.93",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),22/04/2015,COOLSPIRIT,4626504,"9,682.24",
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/04/2015,COOLSPIRIT,4628357,"19,930.11",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,15/04/2015,DELL CORPORATION LTD,4626601,295.02,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,15/04/2015,DELL CORPORATION LTD,4626884,467.85,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,15/04/2015,DELL CORPORATION LTD,4626884,216.92,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,15/04/2015,DELL CORPORATION LTD,4626887,815.85,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,15/04/2015,DELL CORPORATION LTD,4626886,983.40,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,22/04/2015,DOTTED EYES,4626945,"1,500.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),08/04/2015,ESRI (UK) LTD,4625850,"11,615.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,EXPERIAN LTD,4629183,683.96,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/04/2015,IDOX SOFTWARE LTD,4627240,"-1,297.42",ACCR1516 CREDIT INV 102829
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/04/2015,IDOX SOFTWARE LTD,4627234,"68,195.29",ACCR1516 SERVER MAINTENANCE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,IKEN BUSINESS LTD,4628367,"6,491.52",Iken Annual Licence Fee for 12 months to 31st March 2016
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,15/04/2015,INSIGHT DIRECT (UK) LIMITED,4626441,254.20,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,22/04/2015,INSIGHT DIRECT (UK) LIMITED,4626946,43.98,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,22/04/2015,INSIGHT DIRECT (UK) LIMITED,4626946,508.40,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/04/2015,INTERNATIONAL POS LTD,4627031,645.00,ACCR1516 Support Annual Hardware Contract E
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/04/2015,INTERNATIONAL POS LTD,4627031,717.50,ACCR1516 Support Annual Hardware Contract E
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,27/04/2015,KENSON,4627876,"3,222.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),13/04/2015,LANDMARK INFORMATION GROUP LIMITED,4626999,250.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,NEW MIND INTERNET CONSULTANCY LTD,4628426,"7,920.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),15/04/2015,NORTHGATE INFORMATION SOLUTIONS UK LTD,4626934,"19,468.00",ACCR1516 M3 Environmental Health
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/04/2015,NOWCOMM LTD,4628456,"2,850.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),15/04/2015,PETER LALLY & ASSOCIATES,4626935,"2,900.00",ACCR1516 Homelessness Database  SupportMaintenance
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than £5k,08/04/2015,RECARTA IT LTD,4626941,635.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Other Recruitment,01/04/2015,REED SPECIALIST RECRUITMENT LTD,4627039,"4,100.00",REDACTED -PERSONAL DATA
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,29/04/2015,SAPPHIRE TECHNOLOGIES LTD,4629024,"1,882.00",Swivel Renewal 010615  010616
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,15/04/2015,SEC-1 LTD,4626252,"1,000.00",
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,15/04/2015,SEC-1 LTD,4626194,"1,038.12",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/04/2015,SERVICE LEVEL MANAGEMENT,4626057,"1,023.75",ACCR1516 maintenance  and  support
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),22/04/2015,TIMEPLAN FUEL SOLUTIONS LTD,4627139,"1,302.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),08/04/2015,TRUSTMARQUE SOLUTIONS LTD,4625725,"19,452.00",
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,20/04/2015,TRUSTMARQUE SOLUTIONS LTD,4628246,"10,878.64",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),01/04/2015,UNIT 4 BUSINESS SOFTWARE LIMITED,4626054,"15,925.87",ACCR1516 support  and  maint
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,V1 LIMITED,4629174,"4,080.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,29/04/2015,VIRGIN MEDIA BUSINESS,4629144,830.54,705610102
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Mobile Telephony,27/04/2015,VIRGIN MEDIA PAYMENTS LTD,4628895,"2,172.82",930391
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Mobile Telephony,20/04/2015,VIRGIN MEDIA PAYMENTS LTD,4628243,"2,729.95",930391
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Terminals-Communications,29/04/2015,VODAFONE LIMITED,4628712,"1,081.10",UK13114485
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,WELLDATA LTD,4628232,"5,306.93",11 Period 01 Apr 15 to 30 Jun 15
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),29/04/2015,WISHTRAC HOUSE LIMITED,4628720,596.76,Annual Maintenance Support for the APACE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Counsels Fees,29/04/2015,JENNY WIGLEY,4629158,"1,200.00",REDACTED - COMMERCIAL CONFIDENTIALITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Counsels Fees,29/04/2015,JOHN HUNTER,4629108,840.00,REDACTED - COMMERCIAL CONFIDENTIALITY
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Legal Services,Debits,29/04/2015,NATIONAL WESTMINSTER BANK LTD,4629106,"8,081.04",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Partnerships & Engagement,Grants to Vol Organisations,08/04/2015,CRAVEN AND HARROGATE DISTRICTS CAB,4627492,"114,756.20",ACCR1516 Craven  and  Harrogate Districts CAB CAB annual grant
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Partnerships & Engagement,Grants to Vol Organisations,08/04/2015,HARROGATE & RIPON CENTRES FOR VOLUNTARY SERVICE,4627488,"31,209.00",ACCR1516 HARCVS annual grant 1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Partnerships & Engagement,Grants to Vol Organisations,08/04/2015,RELATE MID-YORKSHIRE,4627462,"3,646.10",ACCR1516 Relate annual grant 1516
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Partnerships & Engagement,Grants to Vol Organisations,15/04/2015,RURAL ACTION YORKSHIRE LIMITED,4627791,"1,040.30",RAY annual grant 201516
Harrogate Borough Council,Employees,R,Corporate Affairs,Revenues Client,Non Qualification Training,01/04/2015,DAVID ANNETT,4625785,350.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Revenues Client,Cash Collection Fees,01/04/2015,G4S CASH SOLUTIONS (UK),4625672,674.17,ACCR1516  Contract 2793881 Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Revenues Client,Cash Collection Fees,29/04/2015,G4S CASH SOLUTIONS (UK),4628417,674.17,Contract 2793881 Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,TMRA,Other Supplies & Services,27/04/2015,CAPITA TREASURY SOLUTIONS LTD,4628696,"4,500.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Grants to Vol Organisations,13/04/2015,HARROGATE COMPETITIVE FESTIVAL OF,4627485,"3,000.00",ACCR1415 Harrogate Competitive Festival  full payment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Grant to Harrogate Theatre,15/04/2015,HARROGATE THEATRE,4627915,"24,225.00",Quarter 1 Grant 1516
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,20/04/2015,PENNINE EVENTS LTD,4628182,"1,000.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,20/04/2015,PENNINE EVENTS LTD,4628181,"3,333.33",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,20/04/2015,PENNINE EVENTS LTD,4628179,"17,466.66",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,27/04/2015,WELCOME TO HARROGATE LTD,4628706,"1,000.00",
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Control,Subscriptions,01/04/2015,DISTRICT SURVEYORS ASSOCIATION,4625864,"2,141.64",ACCR1516 SERVICE FEE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,20/04/2015,ACORN ANALYTICAL SERVICES LTD,4627231,200.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,20/04/2015,ACORN ANALYTICAL SERVICES LTD,4627231,200.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,22/04/2015,ACORN ANALYTICAL SERVICES LTD,4628018,20.00,Various Sites  Asbestos Surveys  Phase 3
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,22/04/2015,ACORN ANALYTICAL SERVICES LTD,4628018,20.00,Various Sites  Asbestos Surveys  Phase 3
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,22/04/2015,ACORN ANALYTICAL SERVICES LTD,4628018,90.00,Various Sites  Asbestos Surveys  Phase 3
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,22/04/2015,ACORN ANALYTICAL SERVICES LTD,4628018,40.00,Various Sites  Asbestos Surveys  Phase 3
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,22/04/2015,ACORN ANALYTICAL SERVICES LTD,4628018,20.00,Various Sites  Asbestos Surveys  Phase 3
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Planned Maintenance,22/04/2015,ACORN ANALYTICAL SERVICES LTD,4628018,20.00,Various Sites  Asbestos Surveys  Phase 3
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Reactive Repairs & Maint - Bldgs,08/04/2015,ALTERNATIVE DRAINAGE COMPANY LTD,4627125,"1,860.00",
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Reactive Repairs & Maint - Bldgs,22/04/2015,BOB COWELL,4626839,488.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Gas,13/04/2015,BRITISH GAS TRADING LTD,4627466,"-3,382.98",ACC14/15-STONEFALL CREMATORIUM
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Gas,13/04/2015,BRITISH GAS TRADING LTD,4627470,232.59,ACCR14/15-ROECLIFFE PARKS DEPOT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DC,Gas,13/04/2015,BRITISH GAS TRADING LTD,4627465,246.75,ACCR14/15-STONEFALL CEM (OFFICE)
