Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code(T),Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Marketing/Promotion,2019-12-11,THE ENGINE ROOM DESIGN COMPANY LTD,3597217,450.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Other Supplies & Services,2019-12-18,THINKING PLACE LTD,3597215,5487.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Grants/Contribs to Other Bodies,2019-12-04,CITY OF YORK COUNCIL,3597836,6909.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Environmental Strategy,Electrical Repairs & Maint,2019-12-04,ENERGY OASIS LTD,3597952,62107.20,Please Supply
Harrogate Borough Council,Premises,R,Economy & Culture,Estates Management,Reactive Repairs & Maint - Bldgs,2019-12-04,DAVID HARDCASTLE ( SIGNS),3597329,1200.00,Reactive Repairs and Maint - Bldgs
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Consultants Fees,2019-12-16,LIGTAS CONSULTANCY AND TRAINING LIMITED,3598534,4925.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Consultants Fees,2019-12-16,LIGTAS CONSULTANCY AND TRAINING LIMITED,3598535,700.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Consultants Fees,2019-12-02,MONTPELLIER PROPERTY CONSULTANTS LTD,3597751,1400.00,Other Consultants Fees
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Staff Advertising,2019-12-23,ADC ENVIRONMENT LIMITED,3597912,289.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Stationery/Office Consumables,2019-12-23,BANNER GROUP LTD,3597904,7.17,CONSOLIDATED INVOICE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-04,HAYCOCK AND JAY ASSOCIATES LTD,3596740,2700.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-16,HDH PLANNING AND DEVELOPMENT LTD,3598396,3015.95,Community Infrastructure Levy
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-04,JACOBS UK LTD,3597761,1100.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-02,JACOBS UK LTD,3597762,11386.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-23,JACOBS UK LTD,3597969,12486.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-18,JOANNA SWIERS,3598934,500.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-04,LONGRIGG SMITH CONSERVATION LTD,3597559,1719.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-16,LONGRIGG SMITH CONSERVATION LTD,3598190,1719.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-18,LONGRIGG SMITH CONSERVATION LTD,3599123,800.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Catering - Direct Purchases,2019-12-18,NATIONAL TRUST,3597820,220.25,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2019-12-30,OBJECTIVE CORPORATION UK LTD,3599259,8000.00,
Harrogate Borough Council,Transport,R,Economy & Culture,Forward Planning,Travel,2019-12-23,Redacted - Personal Data,3599639,302.75,PQ INTERVIEW EXPENSES
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Professional Subscriptions,2019-12-04,Redacted - Personal Data,3597979,309.00,PQ RTPI FEES
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Professional Subscriptions,2019-12-23,RTPI,3599579,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Professional Subscriptions,2019-12-23,RTPI,3599580,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Professional Subscriptions,2019-12-23,RTPI,3599581,315.00,PQ Subscription Renewal
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Professional Subscriptions,2019-12-23,RTPI,3599582,315.00,PQ Subscription Renewal
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Grants/Contribs to Other Bodies,2019-12-09,YORKSHIRE DALES NATIONAL PARK,3597907,2500.00,Grants/Contribs to Other Bodies
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2019-12-16,YORKSHIRE FARMING AND WILDLIFE LLP,3598398,250.00,Other Consultants Fees
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Highways,Other Supplies & Services,2019-12-04,CYCLEHOOP LTD,3596658,6718.25,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Highways,Grants/Contribs to Other Bodies,2019-12-23,HARROGATE RUFC LTD,3599279,1164.00,PQ Small Transport Scheme Grant  Harrogate RUFC
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-04,BROOK STREET (UK) LTD,3597825,404.56,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-04,BROOK STREET (UK) LTD,3597826,607.54,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-11,BROOK STREET (UK) LTD,3598404,607.54,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-18,BROOK STREET (UK) LTD,3598914,474.58,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-18,BROOK STREET (UK) LTD,3599119,575.72,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-18,BROOK STREET (UK) LTD,3599120,607.54,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-23,BROOK STREET (UK) LTD,3599538,575.72,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2019-12-23,BROOK STREET (UK) LTD,3599540,550.07,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Other Fees,2019-12-02,NORTH YORKSHIRE COUNTY COUNCIL,3597853,5524.50,OTHER FEES
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2019-12-09,GARBUTT SERVICES,3596567,4250.00,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Electrical Repairs & Maint,2019-12-09,GARBUTT SERVICES,3596568,620.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-12-18,ART ANGELS PUBLISHINGS LTD,3597134,248.04,Saleable Items
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-12-04,ARTWORKS CONSERVATION,3596339,1553.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-12-23,FARRAH\xEFS OF HARROGATE LTD,3597537,523.72,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-12-18,JENNA HOLMES,3598968,2000.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-12-11,JO CLARK DESIGN,3597894,266.40,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Equipment,2019-12-11,KINDMIND,3598375,500.00,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-12-30,KUSHBOO SOAPS,3598323,341.50,Saleable Items
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-12-30,LUCY LOVEHEART CREATIONS LTD,3598311,237.90,Saleable Items
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Saleable Items,2019-12-02,REPEAT REPEAT LTD,3597764,437.00,TRADE ORDER FROM RR WEBSITE
Harrogate Borough Council,Transport,R,Economy & Culture,Planning Overheads,Travel,2019-12-02,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3595544,10.45,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-12-30,AIR LIQUIDE UK LTD,3598798,283.74,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2019-12-16,ALLAN SMYTH AUDIO VISUAL,3597129,520.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-16,ARCHANT COMMUNITY MEDIA LTD,3598643,650.00,TURKISH BATHS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-16,ARCHANT COMMUNITY MEDIA LTD,3598645,650.00,TURKISH BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Bldg Mgmt Recharged Works,2019-12-23,ARGOS BUSINESS SOLUTIONS LTD,3597822,4.34,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Bldg Mgmt Recharged Works,2019-12-23,ARGOS BUSINESS SOLUTIONS LTD,3597822,515.24,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-30,AVERY WEIGH-TRONIX,3598796,578.81,Maintenance agreement for Weighing equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-30,BC SOFTWEAR LTD,3599335,500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-23,BIOCHEMICA WATER LTD,3598231,33.75,Monthly Bacterial Analysis  November
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-23,BIOCHEMICA WATER LTD,3598231,101.25,Monthly Bacterial Analysis  November
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-23,BIOCHEMICA WATER LTD,3598231,202.50,Monthly Bacterial Analysis  November
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-23,BIOCHEMICA WATER LTD,3598231,33.75,Monthly Bacterial Analysis  November
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-23,BIOCHEMICA WATER LTD,3598231,33.75,Monthly Bacterial Analysis  November
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-23,BIOCHEMICA WATER LTD,3598231,67.50,Monthly Bacterial Analysis  November
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-12-02,BOOKER LTD,3597554,234.48,Catering Direct Purchases
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2019-12-23,BROOKFORGE LTD,3598340,110.00,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Other Supplies & Services,2019-12-23,BROOKFORGE LTD,3598340,348.60,Redacted - Personal Data
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-11,BROOKFORGE LTD,3598374,377.13,Redacted - Personal Data
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2019-12-02,CITY OF YORK COUNCIL,3595241,22392.14,HB0064 Ripon LC Network Upgrade
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2019-12-02,CITY OF YORK COUNCIL,3595241,14117.71,HBC0015 HBC Point to Point between Ripon LC and Civic Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,2019-12-09,COLDBATH FLOORING,3598172,4980.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-30,CORECARE GLOBAL LTD,3598182,304.00,The Hydro Service to overhead hoist
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-12-23,CRYOSERVICE LTD,3599176,602.65,RIPON SPA BATHS DELIVERIES ONLY
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-12-11,DAVID MILLER FROZEN FOODS LTD,3597462,209.07,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-12-11,DAVID MILLER FROZEN FOODS LTD,3597462,209.07,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-12-11,DAVID MILLER FROZEN FOODS LTD,3597462,496.61,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2019-12-18,DAVINES UK LTD,3598566,1244.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,2019-12-16,E.A. GIBBS AND SON LTD,3597931,2334.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,2019-12-18,ELIS UK LIMITED,3599098,7889.40,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-12-30,ELLISONS,3598099,217.61,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Non Qualification Training,2019-12-16,EMMA JANE GREENSTED,3598406,1143.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Materials,2019-12-23,GERRARD INTERNATIONAL LTD,3598517,385.35,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2019-12-23,GERRARD INTERNATIONAL LTD,3598518,246.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Starbeck Development Fund,2019-12-09,HARROGATE STROKE FRIENDSHIP GROUP,3598207,1000.00,PQ Starbeck Grant
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-12-23,INDUSTRIAL CHEMICALS LTD,3597648,212.50,Purchase of Chemicals
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2019-12-30,INDUSTRIAL CHEMICALS LTD,3598237,291.60,Purchase of Chemicals
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2019-12-23,INSTITUTE OF SWIMMING,3597560,1196.00,Qualification Training
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-18,J P LENNARD LTD,3597235,132.60,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-18,J P LENNARD LTD,3597235,26.80,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-18,J P LENNARD LTD,3597235,43.65,Equipment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-18,J P LENNARD LTD,3597235,117.00,Equipment
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2019-12-30,JAN BRINKLEY,3599613,900.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-16,LIVING NORTH LTD,3598700,500.00,FULL PAGE CHRISTMAS GIFT GUIDE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-02,LOOP PUBLISHING LTD,3597562,452.00,Northern Life Magazine
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-16,LOOP PUBLISHING LTD,3598390,452.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-30,MUMBLER LTD,3598306,1500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Saleable Items,2019-12-18,NEOM LIMITED,3599145,357.42,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2019-12-11,NEW MIND INTERNET CONSULTANCY LTD,3598327,6274.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Miscellaneous Expenditure,2019-12-18,NIDDERDALE FITNESS,3598835,400.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Premises Costs - Joint Use,2019-12-18,NIDDERDALE HIGH SCHOOL,3598836,16028.76,Joint use Q2 201920 162 3724
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2019-12-11,P P SNACK FOODS LTD,3597346,27.98,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2019-12-11,P P SNACK FOODS LTD,3597346,238.07,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Vending Purchases,2019-12-11,P P SNACK FOODS LTD,3597346,27.98,
Harrogate Borough Council,Premises,C,Economy & Culture,Sport & Leisure,Payments to Ext Contractors,2019-12-04,PERFECT CIRCLE JV LTD,3597963,3000.00,Redacted - Commercial Sensitivity
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Cleaning Materials,2019-12-23,PROFESSIONAL PAPER SUPPLIES LTD,3597246,420.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Catering - Direct Purchases,2019-12-09,PROLOGUE PERFORMANCE CYCLING LIMITED,3598049,640.00,Lunches provided for November to the Turkish
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2019-12-02,RLSS UK ENTERPRISES LTD,3597488,259.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2019-12-23,S A WHITEHEAD,3599278,985.00,Deliver Level 1 ASA teachers Course
Harrogate Borough Council,Employees,R,Economy & Culture,Sport & Leisure,Qualification Training,2019-12-23,S A WHITEHEAD,3599280,2494.40,Deliver Level 2 ASA teachers Course
