Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,322.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,345.42,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,29/07/2015,WETHERBY SKIP HIRE SERVICES,4634022,172.71,Valley Gardens Depot,,,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,06/07/2015,WHIXLEY VILLAGE HALL,4633556,"4,900.77",New Village Hall Chairs,,,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,06/07/2015,WHIXLEY VILLAGE HALL,4633556,238.83,New Village Hall Chairs,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,20/07/2015,E.A. GIBBS AND SON LTD,4634081,932.41,DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Employees,R,Community,Private Sector Housing,Non Qualification Training,22/07/2015,HQN LTD,4634189,250.00,,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,06/07/2015,MASTERDECK,4633555,"3,867.60",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,06/07/2015,MOREABILITY,4633540,"3,813.45",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,01/07/2015,MOREABILITY,4632988,"10,563.26",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,20/07/2015,PRISM MEDICAL UK,4634068,"2,028.02",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Employees,R,Community,Private Sector Housing,Non Qualification Training,01/07/2015,R H ENVIRONMENTAL LTD,4632079,540.00,,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,29/07/2015,RDV CONTRACTING LTD,4634818,"7,000.00",,,,
Harrogate Borough Council,Transport,R,Community,Private Sector Housing,Travel,20/07/2015,REDFERN TRAVEL LTD,4633696,37.73,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Emergency Repairs Fund loans,01/07/2015,TETLEYS ELECTRICAL,4632983,"2,272.73",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,20/07/2015,THYSSENKRUPP ENCASA,4634060,943.84,DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,20/07/2015,YORKSHIRE HOUSING FOUNDATION,4634066,405.60,DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,20/07/2015,YORKSHIRE HOUSING FOUNDATION,4634088,468.96,DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,06/07/2015,YORKSHIRE HOUSING FOUNDATION,4633539,572.02,DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,01/07/2015,YORKSHIRE HOUSING FOUNDATION,4632981,"1,267.60",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,06/07/2015,YORKSHIRE HOUSING FOUNDATION,4633529,"1,554.12",DISABLED FACILITIES GRANT,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,22/07/2015,MATTHEW FLETCHER,1576304,30.00,201061/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,22/07/2015,MATTHEW FLETCHER,1576304,30.00,203577/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,22/07/2015,MATTHEW FLETCHER,1576304,30.00,203579/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,22/07/2015,MATTHEW FLETCHER,1576304,30.00,203580/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,22/07/2015,MATTHEW FLETCHER,1576304,30.00,201059/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,206910/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,200130/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,200133/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,203482/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,205512/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,205508/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,205683/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,207727/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,29/07/2015,VERITY FREARSON LTD,1577114,100.00,205506/1,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,22/07/2015,SVENSTONE LTD,4633107,606.00,,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,29/07/2015,SVENSTONE LTD,4633431,606.00,,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,08/07/2015,SVENSTONE LTD,4632266,630.24,,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,22/07/2015,TECH SEARCH ASSOCIATIONS LTD,4634224,503.63,,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,22/07/2015,TECH SEARCH ASSOCIATIONS LTD,4634222,691.25,,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,22/07/2015,TECH SEARCH ASSOCIATIONS LTD,4633105,740.63,,,,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,22/07/2015,TECH SEARCH ASSOCIATIONS LTD,4633935,740.63,,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,27/07/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,19.03,Jun Fuel,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,27/07/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4633498,659.97,Jun Fuel,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,13/07/2015,ALLSTAR BUSINESS SOLUTIONS LTD,4632546,507.13,Fuel June 15,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,13/07/2015,ALVIN MORRIS,4633097,624.69,ihmt,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,29/07/2015,ALVIN MORRIS,4633580,"1,063.18",GRIPTEX,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,22/07/2015,BEACON CONSTRUCTION & JOINERY LTD,1576729,614.24,201618/2,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,22/07/2015,BEACON CONSTRUCTION & JOINERY LTD,1576722,691.02,204490/1,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Equipment,01/07/2015,BUILDBASE,4632744,352.00,ihmt,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Equipment,08/07/2015,BUILDBASE,4632751,378.97,IHMT,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,22/07/2015,BUILDBASE,4634438,-212.42,CREDIT INV HAR360792,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,22/07/2015,BUILDBASE,4633739,215.40,PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,29/07/2015,BUILDBASE,4633737,305.56,PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,22/07/2015,BUILDBASE,4633577,922.50,PROP SERV,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,15/07/2015,BUILDBASE,4633057,"4,910.57",PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,29/07/2015,BUILDBASE,4633736,"6,559.92",PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,22/07/2015,BUILDBASE,4633738,"6,701.11",PROPERTY SERVICES,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,08/07/2015,BUILDBASE,4632753,"6,935.12",ihmt,,,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,01/07/2015,BUILDBASE,4632754,"9,795.94",ihmt,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,4.00,206775/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,8.75,206776/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,8.75,206777/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,6.00,206778/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,21.00,206779/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206780/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,7.00,206781/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,22.00,206760/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,62.00,206761/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,35.00,206796/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,70.00,206762/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,18.00,206763/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,40.00,206764/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206765/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206766/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,15.00,206787/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,30.00,206788/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,20.00,206789/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,18.00,206797/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,8.00,206782/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,7.00,206783/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206784/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206785/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,6.00,206786/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,95.00,206754/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,16.00,206755/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206756/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,40.00,206757/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,46.00,206758/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.00,206759/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,7.00,206767/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,8.00,206769/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,10.00,206770/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,5.00,206771/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,15.00,206772/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,8.00,206773/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,4.00,206774/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,6.00,206790/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,23.00,206791/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,12.50,206792/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,4.00,206793/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,20.00,206794/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,COXON BROTHERS,1576295,30.00,206795/1,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,20/07/2015,ELITE SCAFFOLDING YORKSHIRE LTD,4634041,300.00,ihmt,,,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,20/07/2015,ELITE SCAFFOLDING YORKSHIRE LTD,4634042,"1,512.00",ihmt,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,15/07/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,1576363,225.00,182489/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,22/07/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,1576750,225.00,182490/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206496/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206497/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206498/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206499/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206500/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206501/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206502/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206489/1,,,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,15/07/2015,GREENDALE LTD,1575966,35.00,206490/1,,,
