Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside  ,Supplies and Services,Schools related grant expenditure,299,18/05/2020,2006-14574,0.00,1560.95,R,Uk Point Of Sale Group,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Economic Development,Supplies and Services,Grants To Businesses,243,18/06/2020,2006-14575,0.00,10000.00,R,Umpf Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Capital,CONSTRUCTION,3,04/06/2020,2006-14576,0.00,9000.00,C,Underdog Software Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Economic Development,Supplies and Services,Grants To Businesses,243,26/06/2020,2006-14577,0.00,2004.00,R,Underwood Training Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Third Party Payments,Services Rendered By Voluntary Sector,505,11/06/2020,2006-14578,0.00,18425.00,R,Uni Consulting Unique Improvements Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,11/06/2020,2006-14579,0.00,120.00,R,Unite Performing Arts,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Supplies and Services,Operational Furniture And Equipment,203,27/05/2020,2006-14580,0.00,350.00,R,Unitech,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-14581,0.00,4020.84,R,UNITED LEEDS TEACHING HOSPITAL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,24/06/2020,2006-14582,0.00,28093.08,R,United Response,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,24/06/2020,2006-14583,0.00,21868.92,R,United Response,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25/06/2020,2006-14584,0.00,-4851.56,R,UNITED RESPONSE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,25/06/2020,2006-14585,0.00,22821.56,R,UNITED RESPONSE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,15/06/2020,2006-14586,0.00,5876.67,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,16/06/2020,2006-14587,0.00,5687.10,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,18/06/2020,2006-14588,0.00,5876.67,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,19/06/2020,2006-14589,0.00,5687.10,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,19/06/2020,2006-14590,0.00,3213.00,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,19/06/2020,2006-14591,0.00,2822.40,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,19/06/2020,2006-14592,0.00,5687.10,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,19/06/2020,2006-14593,0.00,5172.30,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,22/06/2020,2006-14594,0.00,705.60,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,24/06/2020,2006-14595,0.00,3109.98,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,24/06/2020,2006-14596,0.00,2378.22,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,24/06/2020,2006-14597,0.00,5671.14,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,26/06/2020,2006-14598,0.00,3253.45,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Independent Fostering Agencies,509,26/06/2020,2006-14599,0.00,5488.20,R,Unity Foster Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14600,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14601,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14602,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14603,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14604,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14605,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,HCAIT Other,577,17/06/2020,2006-14606,0.00,623.52,R,Unity Plus Healthcare Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Social Services Support Services,Supplies and Services,Consultancy Services,259,01/06/2020,2006-14607,0.00,25000.00,R,UNIVERSITY OF LEEDS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Social Services Support Services,Supplies and Services,Consultancy Services,259,04/06/2020,2006-14608,0.00,5000.00,R,UNIVERSITY OF LEEDS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Adult Services,Supplies and Services,Consultancy Services,259,10/06/2020,2006-14609,0.00,102000.00,R,UNIVERSITY OF LEEDS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside,Supplies and Services,Operational Materials,205,29/06/2020,2006-14610,0.00,2020.00,R,UNIVERSITY OF LEEDS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Economic Development,Supplies and Services,Grants To Businesses,243,25/06/2020,2006-14611,0.00,2717.00,R,Upward Recruitment Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Waste Management,Supplies and Services,Recycling & Reuse Charges,234,15/06/2020,2006-14612,0.00,24467.86,R,Urm (Uk) Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Transfer Payments,Leaving Care Allowances,634,12/05/2020,2006-14613,0.00,10.00,R,Utilita Energy Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care  ,Transfer Payments,Leaving Care Allowances,634,12/05/2020,2006-14614,0.00,10.00,R,Utilita Energy Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Markets & City Centre Management,Premises,Electricity,124,09/06/2020,2006-14615,0.00,14.64,R,Utility Warehouse,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-14616,0.00,157.68,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-14617,0.00,157.68,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,03/06/2020,2006-14618,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,03/06/2020,2006-14619,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,03/06/2020,2006-14620,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,03/06/2020,2006-14621,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,03/06/2020,2006-14622,0.00,45.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,03/06/2020,2006-14623,0.00,54.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14624,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14625,0.00,18.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14626,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14627,0.00,18.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14628,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14629,0.00,18.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14630,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,10/06/2020,2006-14631,0.00,18.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14632,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14633,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14634,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14635,0.00,90.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14636,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14637,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14638,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14639,0.00,54.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14640,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,17/06/2020,2006-14641,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,24/06/2020,2006-14642,0.00,72.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,24/06/2020,2006-14643,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,24/06/2020,2006-14644,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,24/06/2020,2006-14645,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,24/06/2020,2006-14646,0.00,36.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Bought In Professional Services,277,24/06/2020,2006-14647,0.00,54.00,R,V Miller,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Children and Families,Social Care,Third Party Payments,Services Rendered By Other Organisations,511,05/06/2020,2006-14648,0.00,420.48,R,REDACTED PERSONAL DATA,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council as Accountable Body,30/06/2020,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,24/06/2020,2006-14649,0.00,12842.40,R,VA & A & EJ MAGUIRE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Leeds Building Services,Supplies and Services,Other Hired And Contracted Services,265,25/06/2020,2006-14650,0.00,75.00,R,VADOR SECURITY SYSTEMS LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Highways,Transport,Plant Hire - By Directorate,305,10/06/2020,2006-14651,0.00,560.00,R,VALE ENGINEERING (YORK) LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,24/06/2020,2006-14652,0.00,1971.00,R,Vale Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,08/06/2020,2006-14653,0.00,379.29,R,VALEO LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,15/06/2020,2006-14654,0.00,261.29,R,VALEO LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Printing,215,15/06/2020,2006-14655,0.00,1896.96,R,Valtech Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Customer Access,Supplies and Services,Printing,215,19/06/2020,2006-14656,0.00,1193.35,R,Valtech Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Communities and Environment,Parks and Countryside  ,Supplies and Services,Operational Materials,205,15/05/2020,2006-14657,0.00,80.00,R,Van-Line Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Civic Enterprise Leeds,Capital,TRANSPORT,4,12/06/2020,2006-14658,0.00,17738.64,C,Vantage Toyota Leeds,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Civic Enterprise Leeds,Capital,TRANSPORT,4,12/06/2020,2006-14659,0.00,17738.64,C,Vantage Toyota Leeds,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Road Fund Licences,323,15/06/2020,2006-14660,0.00,315.00,R,Vantage Toyota Leeds,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Resources and Housing,Commercial Services,Transport,Road Fund Licences,323,17/06/2020,2006-14661,0.00,315.00,R,Vantage Toyota Leeds,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Assessment And Care Management,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14662,0.00,2.30,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Assessment And Care Management,Transport,Public Transport Expenses,310,10/06/2020,2006-14663,0.00,4.70,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Assessment And Care Management,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14664,0.00,2678.16,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Assessment And Care Management,Transport,Car Parking Fees,312,10/06/2020,2006-14665,0.00,113.38,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Assessment And Care Management,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14666,0.00,12775.79,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Home Care Services,Transport,Public Transport Expenses,310,10/06/2020,2006-14667,0.00,431.83,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Home Care Services,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14668,0.00,9978.18,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Home Care Services,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14669,0.00,8911.63,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Adult Services,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14670,0.00,0.05,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Adult Services,Transport,Public Transport Expenses,310,10/06/2020,2006-14671,0.00,11.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Generic Services,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14672,0.00,0.22,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Other Generic Services,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14673,0.00,240.75,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Supplies and Services,Subsistence,256,10/06/2020,2006-14674,0.00,10.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14675,0.00,1.25,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Public Health,Transport,Public Transport Expenses,310,10/06/2020,2006-14676,0.00,29.20,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Service Strategy,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14677,0.00,0.96,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Service Strategy,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14678,0.00,30.96,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Learn/Dis,Supplies and Services,Subsistence,256,10/06/2020,2006-14679,0.00,8.89,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Learn/Dis,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14680,0.00,0.48,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Learn/Dis,Transport,Public Transport Expenses,310,10/06/2020,2006-14681,0.00,40.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Learn/Dis,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14682,0.00,130.46,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Learn/Dis,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14683,0.00,3450.75,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14684,0.00,0.17,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Transport,Public Transport Expenses,310,10/06/2020,2006-14685,0.00,243.36,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14686,0.00,1165.91,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Transport,Car Parking Fees,312,10/06/2020,2006-14687,0.00,5.00,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Adults Under 65 Mental/Dis,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14688,0.00,4213.13,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Transport,Public Transport Expenses,310,10/06/2020,2006-14689,0.00,74.90,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14690,0.00,729.04,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People - 65 And Over,Transport,Essential car user  Lump Sum,318,10/06/2020,2006-14691,0.00,80.25,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Services For Older People Under 65 P/Dis,Transport,Car & Motorcycle Allowances,311,10/06/2020,2006-14692,0.00,48.64,R,Various - Total Expenses,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,30/06/2020,Adults and Health,Social Services Support Services,Supplies and Services,Childcare Vouchers Service Charge,258,10/06/2020,2006-14693,0.00,0.43,R,Various - Total Expenses,No
