Newcastle City Council Invoices over 500 paid in August 2010
Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Environment & Regeneration,E&R Resilience Planning,2010-08-11,BERR,4758430,Revenue,13350.25
Environment & Regeneration,E&R Resilience Planning,2010-08-05,KENYON INTERNATIONAL EMERGENCY SERVICES,4754890,Revenue,1500.00
Environment & Regeneration,E&R Trans Strategy,2010-08-11,ATKINS LTD,4758157,Revenue,2263.50
Environment & Regeneration,E&R Trans Strategy,2010-08-19,CLEAR CHANNEL UK LTD,4764124,Capital,1265.31
Environment & Regeneration,E&R Trans Strategy,2010-08-05,CLEAR CHANNEL UK LTD,4764125,Capital,910.00
Environment & Regeneration,E&R Trans Strategy,2010-08-22,CLEAR CHANNEL UK LTD,4784518,Capital,1265.31
Environment & Regeneration,E&R Trans Strategy,2010-08-11,COMMONWHEELS COMMUNITY INTEREST COMPANY,4772683,Revenue,1750.00
Environment & Regeneration,E&R Trans Strategy,2010-08-08,EDINBURGH BICYCLE COOPERATIVE LTD,4575769,Revenue,1169.97
Environment & Regeneration,E&R Trans Strategy,2010-08-12,FONEMEDIA LTD,4772676,Capital,3400.00
Environment & Regeneration,E&R Trans Strategy,2010-08-11,GUERILLA COMMUNICATIONS,4772678,Revenue,3300.00
Environment & Regeneration,E&R Trans Strategy,2010-08-05,IBASE SYSTEMS LTD,4758155,Revenue,19830.00
Environment & Regeneration,E&R Trans Strategy,2010-08-19,METRO (NEXUS),4772677,Revenue,13600.00
Environment & Regeneration,E&R Trans Strategy,2010-08-01,NHS BUSINESS AUTHORITY,4726271,Capital,1350.00
Environment & Regeneration,E&R Trans Strategy,2010-08-17,PERSIMMON HOMES (NE) LTD,4779727,Capital,51250.00
Environment & Regeneration,E&R Trans Strategy,2010-08-23,TAYLOR WIMPEY N.E.,4786086,Capital,51250.00
Environment & Regeneration,E&R Trans Strategy,2010-08-17,UNIVERSITY OF NORTHUMBRIA,4779749,Capital,3000.00
Environment & Regeneration,E&R Trans Strategy,2010-08-03,WSP UK LIMITED,4762943,Revenue,4688.50
Environment & Regeneration,E&R-Highway&Traffic Management,2010-08-23,COLAS LTD,4785083,Both,328178.90
Environment & Regeneration,E&R-Highway&Traffic Management,2010-08-10,DATATRON DOCUMENT IMAGE ARCHIVING LTD(F),4771087,Revenue,580.65
Environment & Regeneration,EEC Licensing,2010-08-15,INSTITUTE OF LICENSING LTD,4775297,Revenue,550.00
Environment & Regeneration,EEC Licensing,2010-08-12,IMAGE DESIGN & PRINT,4771345,Revenue,1008.00
Environment & Regeneration,EEC Markets,2010-08-17,SOUTHERN ELECTRIC,4778902,Revenue,1456.44
Environment & Regeneration,EEC Markets,2010-08-08,ACROL AIR CONDITIONING CO LTD,4764765,Revenue,1505.00
Environment & Regeneration,EEC Markets,2010-08-15,BERWIN LEIGHTON PAISNER,4775371,Capital,7434.02
Environment & Regeneration,EEC Markets,2010-08-09,BRITISH FLOORING CONTRACT SERVICES LTD,4769383,Capital,8550.00
Environment & Regeneration,EEC Markets,2010-08-15,CATERING SOLUTIONS,4775368,Revenue,4795.00
Environment & Regeneration,EEC Markets,2010-08-09,DTZ DEBENHAM TIE LEUNGE,4769387,Capital,5738.20
Environment & Regeneration,EEC Markets,2010-08-22,ELDON SQUARE,4775367,Revenue,22434.26
Environment & Regeneration,EEC Markets,2010-08-10,EVENT COVER PRODUCTIONS LTD,4770978,Revenue,684.00
Environment & Regeneration,EEC Markets,2010-08-02,GVA GRIMLEY,4762065,Capital,8500.00
Environment & Regeneration,EEC Markets,2010-08-04,HATTON TRAFFIC MANAGEMENT LTD,4765647,Revenue,840.00
Environment & Regeneration,EEC Markets,2010-08-10,HATTON TRAFFIC MANAGEMENT LTD,4771326,Revenue,840.00
Environment & Regeneration,EEC Markets,2010-08-10,PHOTOCAST PRODUCTS,4769669,Revenue,6890.00
Environment & Regeneration,EEC Markets,2010-08-24,PHS GROUP LTD,4787921,Revenue,1329.88
Environment & Regeneration,EEC Markets,2010-08-05,THOMAS OWEN & SONS LTD,4736739,Revenue,518.88
Environment & Regeneration,EEC Markets,2010-08-03,THOMAS OWEN & SONS LTD,4753115,Revenue,792.08
Environment & Regeneration,EEC New Deal,2010-08-25,DEVELOPMENT TRUSTS ASSOCIATION,4620011,Revenue,3300.00
Environment & Regeneration,EEC U/Design,2010-08-17,GRIT & PEARL LLP,4779058,Revenue,5965.00
Environment & Regeneration,EEC U/Design,2010-08-17,GRIT & PEARL LLP,4779709,Revenue,5965.00
Environment & Regeneration,EEC U/Design,2010-08-10,IMAGE VISUAL COMMUNICATIONS,4770927,Revenue,1195.00
Environment & Regeneration,EEC U/Design,2010-08-23,NORTH OF ENGLAND CIVIC TRUST,4785686,Revenue,2750.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,27TH NEWCASTLE SCOUT GROUP,4781439,Revenue,645.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,ANFIELD COURT RESIDENTS ASSOCIATION,4781432,Revenue,646.88
Environment & Regeneration,Environment & Regeneration,2010-08-18,BENTINCK TENNANTS & RESIDENTS ASSOC.,4781466,Revenue,915.00
Environment & Regeneration,Environment & Regeneration,2010-08-22,CENTRE WEST (NEWCASTLE),4784660,Capital,87560.48
Environment & Regeneration,Environment & Regeneration,2010-08-10,COMMUNITY SERVICE VOLUNTEERS,4770613,Revenue,11930.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,EMTEP,4781441,Revenue,1500.00
Environment & Regeneration,Environment & Regeneration,2010-08-30,FAWDON COMMUNITY ASSOCIATION,4792255,Capital,27500.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,FENHAM ASSOC OF RESIDENTS (FAR),4781427,Revenue,1662.00
Environment & Regeneration,Environment & Regeneration,2010-08-03,FENHAM SWIMMING PROJECT,4764160,Revenue,22768.50
Environment & Regeneration,Environment & Regeneration,2010-08-18,FRIENDS OF NORTH GOSFORTH CHAPEL,4781434,Revenue,1250.00
Environment & Regeneration,Environment & Regeneration,2010-08-23,GRAHAM ELECTRICAL SERVICES,4785683,Capital,1500.00
Environment & Regeneration,Environment & Regeneration,2010-08-03,JESMOND SWIMMING PROJECT,4764159,Revenue,23475.50
Environment & Regeneration,Environment & Regeneration,2010-08-17,JOBLING PURSER LTD,4779517,Revenue,566.68
Environment & Regeneration,Environment & Regeneration,2010-08-03,KENTON PARK SPORTS CENTRE,4764163,Revenue,9787.50
Environment & Regeneration,Environment & Regeneration,2010-08-30,KENTON SCHOOL,4792698,Revenue,83183.00
Environment & Regeneration,Environment & Regeneration,2010-08-03,LEMINGTON RESOURCE CENTRE,4764164,Revenue,9787.50
Environment & Regeneration,Environment & Regeneration,2010-08-11,N POWER NORTHERN LTD,4757136,Revenue,665.48
Environment & Regeneration,Environment & Regeneration,2010-08-11,N POWER NORTHERN LTD,4757137,Revenue,524.05
Environment & Regeneration,Environment & Regeneration,2010-08-01,N POWER NORTHERN LTD,4760426,Revenue,62696.03
Environment & Regeneration,Environment & Regeneration,2010-08-12,N POWER NORTHERN LTD,4773501,Revenue,548.68
Environment & Regeneration,Environment & Regeneration,2010-08-24,N POWER NORTHERN LTD,4787644,Revenue,175524.29
Environment & Regeneration,Environment & Regeneration,2010-08-25,N POWER NORTHERN LTD,4788754,Revenue,947.08
Environment & Regeneration,Environment & Regeneration,2010-08-10,NCVS,4770615,Revenue,34657.50
Environment & Regeneration,Environment & Regeneration,2010-08-05,NEWBURN RIVERSIDE RECREATION ASSOCIATION,4767254,Revenue,9787.50
Environment & Regeneration,Environment & Regeneration,2010-08-03,NEWCASTLE A.S.A,4764162,Revenue,4833.00
Environment & Regeneration,Environment & Regeneration,2010-08-10,NEWCASTLE LAW CENTRE,4770614,Revenue,23857.50
Environment & Regeneration,Environment & Regeneration,2010-08-18,NORTH SLAYFORD TARA,4781444,Revenue,538.18
Environment & Regeneration,Environment & Regeneration,2010-08-26,NORTHUMBRIA HEALTHCARE NHS TRUST,4789322,Revenue,58583.33
Environment & Regeneration,Environment & Regeneration,2010-08-10,NORTHUMBRIAN WATER LIMITED,4770616,Revenue,52889.82
Environment & Regeneration,Environment & Regeneration,2010-08-19,RAY GRAY CENTRE,4782703,Revenue,605.00
Environment & Regeneration,Environment & Regeneration,2010-08-05,RISIS ICES,4764161,Revenue,15359.00
Environment & Regeneration,Environment & Regeneration,2010-08-04,ROYAL MAIL,4746047,Revenue,1082.60
Environment & Regeneration,Environment & Regeneration,2010-08-02,ROYAL MAIL,4759861,Revenue,1066.16
Environment & Regeneration,Environment & Regeneration,2010-08-10,ROYAL MAIL,4759862,Revenue,1269.84
Environment & Regeneration,Environment & Regeneration,2010-08-25,ROYAL MAIL,4770643,Revenue,1355.85
Environment & Regeneration,Environment & Regeneration,2010-08-16,ROYAL MAIL,4775994,Revenue,1082.27
Environment & Regeneration,Environment & Regeneration,2010-08-24,SCARBOROUGH ROAD AREA RESIDENTS ASS.,4787642,Revenue,820.00
Environment & Regeneration,Environment & Regeneration,2010-08-10,SCOTSWOOD AREA STRATEGY,4770612,Revenue,17500.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,SCOTSWOOD AREA STRATEGY,4781463,Revenue,763.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,SOUTH GOSFORTH PRESCHOOL,4781428,Revenue,3620.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,STAR AND SHADOW CINEMA,4781435,Revenue,2500.00
Environment & Regeneration,Environment & Regeneration,2010-08-05,THE QUALITY OF LIFE PARTNERSHIP,4767253,Revenue,9787.50
Environment & Regeneration,Environment & Regeneration,2010-08-19,THROCKLEY NORTHSIDE TENANTS AND RESIDENT,4782706,Revenue,1000.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,TRINITY CENTRE,4781445,Capital,38500.00
Environment & Regeneration,Environment & Regeneration,2010-08-30,TRINITY CENTRE,4792254,Capital,38500.00
Environment & Regeneration,Environment & Regeneration,2010-08-18,TRINITY CENTRE LTD,4781433,Revenue,1271.35
Environment & Regeneration,Environment & Regeneration,2010-08-04,TURNER & TOWNSEND,4765669,Capital,33848.66
Environment & Regeneration,Environment & Regeneration,2010-08-04,TURNER & TOWNSEND,4765670,Capital,5331.96
Environment & Regeneration,Environment & Regeneration,2010-08-15,TYNE & WEAR DEVELOPMENT COMPANY,4775010,Revenue,9068.55
Environment & Regeneration,Environment & Regeneration,2010-08-03,WEST END WOMEN AND GIRLS CENTRE,4761443,Capital,5000.00
Environment & Regeneration,Environment & Regeneration,2010-08-24,WEST END WOMENS & GIRLS CENTRE,4787636,Revenue,3185.00
Environment & Regeneration,Environment & Regeneration,2010-08-24,WEST END WOMENS & GIRLS CENTRE,4787637,Revenue,1540.00
Environment & Regeneration,Environment & Regeneration,2010-08-24,WEST END WOMENS & GIRLS CENTRE,4787638,Revenue,1687.00
Environment & Regeneration,Environment & Regeneration,2010-08-24,WEST END WOMENS & GIRLS CENTRE,4787639,Revenue,1540.00
Environment & Regeneration,Environment & Regeneration,2010-08-24,WEST END WOMENS & GIRLS CENTRE,4787640,Revenue,3185.00
Environment & Regeneration,Environment & Regeneration,2010-08-24,WEST END WOMENS & GIRLS CENTRE,4787641,Revenue,1687.00
Environment & Regeneration,Fleet Management System,2010-08-08,AEBI SCHMIDT UK LTD,4767983,Revenue,595.38
Environment & Regeneration,Fleet Management System,2010-08-18,AEBI SCHMIDT UK LTD,4771877,Revenue,996.88
Environment & Regeneration,Fleet Management System,2010-08-23,AEBI SCHMIDT UK LTD,4776124,Revenue,510.77
Environment & Regeneration,Fleet Management System,2010-08-26,AEBI SCHMIDT UK LTD,4776240,Revenue,653.80
Environment & Regeneration,Fleet Management System,2010-08-30,AEBI SCHMIDT UK LTD,4781366,Revenue,731.36
Environment & Regeneration,Fleet Management System,2010-08-03,AMBROSE HIRE LTD,4764339,Revenue,1265.00
Environment & Regeneration,Fleet Management System,2010-08-26,AMBROSE HIRE LTD,4782681,Revenue,1210.00
Environment & Regeneration,Fleet Management System,2010-08-08,ARNOLD CLARK,4767941,Revenue,1849.17
Environment & Regeneration,Fleet Management System,2010-08-16,AVOR GARAGES (NORTH EAST) LTD,4776181,Revenue,600.00
Environment & Regeneration,Fleet Management System,2010-08-17,AVOR GARAGES (NORTH EAST) LTD,4779180,Revenue,1000.00
Environment & Regeneration,Fleet Management System,2010-08-24,BELL TRUCK SALES LTD,4776141,Revenue,535.26
Environment & Regeneration,Fleet Management System,2010-08-01,BURNT TREE GROUP LTD,4760477,Revenue,880.00
Environment & Regeneration,Fleet Management System,2010-08-26,BURNT TREE GROUP LTD,4768100,Revenue,880.00
Environment & Regeneration,Fleet Management System,2010-08-08,CHATFIELDS TYNE TEES,4767960,Revenue,1164.95
Environment & Regeneration,Fleet Management System,2010-08-11,CHATFIELDS TYNE TEES,4771793,Revenue,656.45
Environment & Regeneration,Fleet Management System,2010-08-16,CHATFIELDS TYNE TEES,4773792,Revenue,592.38
Environment & Regeneration,Fleet Management System,2010-08-19,CHATFIELDS TYNE TEES,4773797,Revenue,575.74
Environment & Regeneration,Fleet Management System,2010-08-24,CHATFIELDS TYNE TEES,4776158,Revenue,766.36
Environment & Regeneration,Fleet Management System,2010-08-25,CHATFIELDS TYNE TEES,4776163,Revenue,550.96
Environment & Regeneration,Fleet Management System,2010-08-12,DAVID J ORANGE & CO,4751927,Revenue,1027.50
Environment & Regeneration,Fleet Management System,2010-08-12,DAVID J ORANGE & CO,4756228,Revenue,1000.00
Environment & Regeneration,Fleet Management System,2010-08-12,DAVID J ORANGE & CO,4756229,Revenue,1000.00
Environment & Regeneration,Fleet Management System,2010-08-19,DENNIS EAGLE LTD,4773832,Revenue,1073.23
Environment & Regeneration,Fleet Management System,2010-08-01,DRAINAGE VAN PACK SOLUTIONS LIMITED,4760502,Revenue,1500.00
Environment & Regeneration,Fleet Management System,2010-08-26,DRAINAGE VAN PACK SOLUTIONS LIMITED,4768113,Revenue,1550.00
Environment & Regeneration,Fleet Management System,2010-08-24,FUCHS LUBRICANTS PLC,4776287,Revenue,1460.00
Environment & Regeneration,Fleet Management System,2010-08-02,GULLIVERS TRUCK HIRE LTD,4751887,Revenue,595.00
Environment & Regeneration,Fleet Management System,2010-08-10,GULLIVERS TRUCK HIRE LTD,4751888,Revenue,595.00
Environment & Regeneration,Fleet Management System,2010-08-15,GULLIVERS TRUCK HIRE LTD,4751889,Revenue,595.00
Environment & Regeneration,Fleet Management System,2010-08-22,GULLIVERS TRUCK HIRE LTD,4760462,Revenue,595.00
Environment & Regeneration,Fleet Management System,2010-08-04,HI Q TYRESERVICE,4765258,Revenue,587.40
Environment & Regeneration,Fleet Management System,2010-08-08,HI Q TYRESERVICE,4768024,Revenue,551.16
Environment & Regeneration,Fleet Management System,2010-08-16,HI Q TYRESERVICE,4776250,Revenue,1175.74
Environment & Regeneration,Fleet Management System,2010-08-08,INTERTRUCK,4767981,Revenue,585.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751901,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751902,Revenue,949.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751903,Revenue,2398.50
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751904,Revenue,953.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751905,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751906,Revenue,1050.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751907,Revenue,1066.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751908,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751909,Revenue,1230.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751910,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751911,Revenue,1294.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751932,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4751933,Revenue,1174.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751934,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751935,Revenue,1957.50
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751936,Revenue,949.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751937,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751938,Revenue,1294.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751939,Revenue,1002.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751940,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751941,Revenue,1114.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4751942,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4756180,Revenue,1424.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4756181,Revenue,938.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4756182,Revenue,1130.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4756183,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4756184,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-09,KELLY PLANT HIRE,4756185,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764292,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-12,KELLY PLANT HIRE,4764293,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764294,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764295,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764296,Revenue,938.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764297,Revenue,1114.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764298,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764299,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764300,Revenue,506.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764301,Revenue,1114.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764302,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764303,Revenue,682.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764304,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764305,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764306,Revenue,938.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764307,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764308,Revenue,949.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764309,Revenue,2042.50
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4764310,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4764353,Revenue,1002.00
Environment & Regeneration,Fleet Management System,2010-08-04,KELLY PLANT HIRE,4764354,Revenue,986.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764386,Revenue,2042.50
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764387,Revenue,949.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764388,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764389,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764390,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764391,Revenue,938.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764392,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764393,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764394,Revenue,1066.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764395,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-16,KELLY PLANT HIRE,4764396,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4771790,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-22,KELLY PLANT HIRE,4771791,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784307,Revenue,1066.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784308,Revenue,950.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784309,Revenue,1178.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784310,Revenue,1102.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784311,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784312,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784313,Revenue,1194.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784314,Revenue,2042.50
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784315,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784316,Revenue,1230.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4784317,Revenue,949.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4785155,Revenue,1002.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4785156,Revenue,1130.00
Environment & Regeneration,Fleet Management System,2010-08-26,KELLY PLANT HIRE,4785157,Revenue,874.00
Environment & Regeneration,Fleet Management System,2010-08-01,LEASEWAY VEHICLE RENTAL LTD,4760448,Revenue,528.00
Environment & Regeneration,Fleet Management System,2010-08-26,LEASEWAY VEHICLE RENTAL LTD,4768082,Revenue,528.00
Environment & Regeneration,Fleet Management System,2010-08-08,LONDONDERRY GARAGE LTD,4767939,Revenue,578.81
Environment & Regeneration,Fleet Management System,2010-08-11,MITCHELL DIESEL LTD,4771899,Revenue,502.54
Environment & Regeneration,Fleet Management System,2010-08-26,MORLEY GROUP,4789874,Revenue,1300.00
Environment & Regeneration,Fleet Management System,2010-08-01,MTS BOBCAT LTD,4760519,Revenue,660.00
Environment & Regeneration,Fleet Management System,2010-08-03,MTS BOBCAT LTD,4764335,Revenue,630.00
Environment & Regeneration,Fleet Management System,2010-08-26,MTS BOBCAT LTD,4769273,Revenue,660.00
Environment & Regeneration,Fleet Management System,2010-08-26,MTS BOBCAT LTD,4782701,Revenue,576.00
Environment & Regeneration,Fleet Management System,2010-08-26,NICK PRINCE GAS CONSULTANT,4781347,Revenue,575.00
Environment & Regeneration,Fleet Management System,2010-08-30,NORTH EAST TRUCK & VAN LTD,4781414,Revenue,910.53
Environment & Regeneration,Fleet Management System,2010-08-15,NORTHGATE VEHICLE RENTAL,4751890,Revenue,616.40
Environment & Regeneration,Fleet Management System,2010-08-24,NORTHGATE VEHICLE RENTAL,4768086,Revenue,506.00
Environment & Regeneration,Fleet Management System,2010-08-05,OWEN PUGH & CO LTD,4751954,Revenue,1311.00
Environment & Regeneration,Fleet Management System,2010-08-01,OWEN PUGH & CO LTD,4760497,Revenue,880.00
Environment & Regeneration,Fleet Management System,2010-08-12,OWEN PUGH & CO LTD,4764320,Revenue,552.00
Environment & Regeneration,Fleet Management System,2010-08-12,OWEN PUGH & CO LTD,4764419,Revenue,1311.00
Environment & Regeneration,Fleet Management System,2010-08-19,OWEN PUGH & CO LTD,4771795,Revenue,552.00
Environment & Regeneration,Fleet Management System,2010-08-01,PREMIER TRUCK HIRE,4760460,Revenue,1000.00
Environment & Regeneration,Fleet Management System,2010-08-01,PREMIER TRUCK HIRE,4760461,Revenue,699.14
Environment & Regeneration,Fleet Management System,2010-08-10,RICKERBY LTD,4767966,Revenue,584.98
Environment & Regeneration,Fleet Management System,2010-08-10,RICKERBY LTD,4767973,Revenue,607.32
Environment & Regeneration,Fleet Management System,2010-08-17,RICKERBY LTD,4771867,Revenue,546.30
Environment & Regeneration,Fleet Management System,2010-08-12,S JENNINGS (PLANT HIRE) LTD,4764287,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-19,S JENNINGS (PLANT HIRE) LTD,4764288,Revenue,855.00
Environment & Regeneration,Fleet Management System,2010-08-19,S JENNINGS (PLANT HIRE) LTD,4764289,Revenue,558.80
Environment & Regeneration,Fleet Management System,2010-08-19,S JENNINGS (PLANT HIRE) LTD,4764290,Revenue,636.00
Environment & Regeneration,Fleet Management System,2010-08-19,S JENNINGS (PLANT HIRE) LTD,4764291,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-03,S JENNINGS (PLANT HIRE) LTD,4764350,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-05,S JENNINGS (PLANT HIRE) LTD,4764351,Revenue,817.60
Environment & Regeneration,Fleet Management System,2010-08-12,S JENNINGS (PLANT HIRE) LTD,4764384,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-19,S JENNINGS (PLANT HIRE) LTD,4771788,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-19,S JENNINGS (PLANT HIRE) LTD,4782689,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-26,S JENNINGS (PLANT HIRE) LTD,4784303,Revenue,864.00
Environment & Regeneration,Fleet Management System,2010-08-26,S JENNINGS (PLANT HIRE) LTD,4784304,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-26,S JENNINGS (PLANT HIRE) LTD,4784305,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-26,S JENNINGS (PLANT HIRE) LTD,4784306,Revenue,805.60
Environment & Regeneration,Fleet Management System,2010-08-26,S JENNINGS (PLANT HIRE) LTD,4785150,Revenue,625.60
Environment & Regeneration,Fleet Management System,2010-08-03,S JENNINGS LTD,4764370,Revenue,823.21
Environment & Regeneration,Fleet Management System,2010-08-08,S JENNINGS LTD,4767994,Revenue,1097.92
Environment & Regeneration,Fleet Management System,2010-08-08,S JENNINGS LTD,4767996,Revenue,796.10
Environment & Regeneration,Fleet Management System,2010-08-08,S JENNINGS LTD,4768006,Revenue,512.68
Environment & Regeneration,Fleet Management System,2010-08-11,S JENNINGS LTD,4771799,Revenue,639.70
Environment & Regeneration,Fleet Management System,2010-08-26,S JENNINGS LTD,4781385,Revenue,540.57
Environment & Regeneration,Fleet Management System,2010-08-24,SGM (UK) LTD,4787594,Revenue,900.00
Environment & Regeneration,Fleet Management System,2010-08-24,SGM (UK) LTD,4787595,Revenue,700.00
Environment & Regeneration,Fleet Management System,2010-08-24,SGM (UK) LTD,4787596,Revenue,658.00
