Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,559,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,678,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,679,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1333,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1425,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1781,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1979,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1994,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2009,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,2,201709,STREETCARS,1672,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,3,201709,STREETCARS,1892,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,9,201709,STREETCARS,2728,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026257,2,201709,REDACTED - Personal Information,1195.92,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,15,201709,GO CARS,1434,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,34,201709,CENTRAL TAXIS GATESHEAD LIMITED,1848,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026317,1,201709,REDACTED - Personal Information,1892,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,16,201709,DEAN TAXIS LTD,1895.08,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,10,201709,STREETCARS,1936,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,19,201709,STREETCARS,1320,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,24,201709,STREETCARS,1760,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026235,1,201709,WHEELS ON WHEELS TRANSPORT SERVS,1189.32,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026236,2,201709,REDACTED - Personal Information,2143.5,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,16,201709,GO CARS,1320,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,24,201709,CENTRAL TAXIS GATESHEAD LIMITED,792,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026316,2,201709,REDACTED - Personal Information,1680,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026317,2,201709,REDACTED - Personal Information,714,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026320,1,201709,REDACTED - Personal Information,1108.8,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026321,3,201709,RICHIE TAXIS,1808.4,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026321,4,201709,RICHIE TAXIS,1335.6,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026396,2,201709,DEAN TAXIS LTD,668.8,2017-12-20,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,10,201709,DEAN TAXIS LTD,1197,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,15,201709,DEAN TAXIS LTD,532,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,1,201709,L&B TRAVEL LTD,2420,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,2,201709,L&B TRAVEL LTD,475,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,4,201709,L&B TRAVEL LTD,983.4,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,5,201709,L&B TRAVEL LTD,1199,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,8,201709,L&B TRAVEL LTD,1773.75,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,9,201709,L&B TRAVEL LTD,1435.5,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,11,201709,L&B TRAVEL LTD,1540,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,12,201709,L&B TRAVEL LTD,3586,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,13,201709,L&B TRAVEL LTD,3212,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,14,201709,L&B TRAVEL LTD,1911.8,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026224,15,201709,L&B TRAVEL LTD,1632,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,5,201709,STREETCARS,1485,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,7,201709,STREETCARS,429,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,8,201709,STREETCARS,1760,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,12,201709,STREETCARS,2816,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,13,201709,STREETCARS,2288,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,14,201709,STREETCARS,1925,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,16,201709,STREETCARS,2502.5,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,18,201709,STREETCARS,2420,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,20,201709,STREETCARS,1540,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,21,201709,STREETCARS,1408,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,22,201709,STREETCARS,2376,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,23,201709,STREETCARS,2244,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,25,201709,STREETCARS,1760,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,26,201709,STREETCARS,1408,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,27,201709,STREETCARS,1440,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,28,201709,STREETCARS,1804,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,30,201709,STREETCARS,1936,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,31,201709,STREETCARS,1540,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,32,201709,STREETCARS,1650,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,33,201709,STREETCARS,1320,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,34,201709,STREETCARS,1584,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026227,35,201709,STREETCARS,1540,2017-12-05,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026229,1,201709,REDACTED - Personal Information,1512,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026229,2,201709,REDACTED - Personal Information,990,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026229,5,201709,REDACTED - Personal Information,1349.33,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026229,12,201709,REDACTED - Personal Information,1540,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026236,1,201709,REDACTED - Personal Information,292,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026236,4,201709,REDACTED - Personal Information,660,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026237,1,201709,REDACTED - Personal Information,1892,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026238,1,201709,SCHOOL CONTRACTS AGENCY,2299,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026240,1,201709,REDACTED - Personal Information,2068,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026240,3,201709,REDACTED - Personal Information,1170,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026240,4,201709,REDACTED - Personal Information,1540,2017-12-07,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,2,201709,NORTH EAST ACCESSIBLE TRANSPORT,902,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,4,201709,NORTH EAST ACCESSIBLE TRANSPORT,2090,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,5,201709,NORTH EAST ACCESSIBLE TRANSPORT,2684,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,8,201709,NORTH EAST ACCESSIBLE TRANSPORT,1861.38,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,9,201709,NORTH EAST ACCESSIBLE TRANSPORT,814,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,12,201709,NORTH EAST ACCESSIBLE TRANSPORT,545.6,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,13,201709,NORTH EAST ACCESSIBLE TRANSPORT,1621.84,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,14,201709,NORTH EAST ACCESSIBLE TRANSPORT,1760,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,16,201709,NORTH EAST ACCESSIBLE TRANSPORT,645.33,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,18,201709,NORTH EAST ACCESSIBLE TRANSPORT,623.04,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026255,19,201709,NORTH EAST ACCESSIBLE TRANSPORT,1402.13,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026257,1,201709,REDACTED - Personal Information,1210,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026261,1,201709,WARDLEY COACHES,2053.26,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026261,3,201709,WARDLEY COACHES,1600,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026261,5,201709,WARDLEY COACHES,2376,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026261,6,201709,WARDLEY COACHES,1320,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026262,1,201709,CRAIGS OF WHICKHAM,1408,2017-12-08,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,10,201709,GO CARS,2068,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,11,201709,GO CARS,1562,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,12,201709,GO CARS,1870,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,13,201709,GO CARS,638,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026302,18,201709,GO CARS,1246.67,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,1,201709,CENTRAL TAXIS GATESHEAD LIMITED,1445.71,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,3,201709,CENTRAL TAXIS GATESHEAD LIMITED,2376,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,4,201709,CENTRAL TAXIS GATESHEAD LIMITED,12.5,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,6,201709,CENTRAL TAXIS GATESHEAD LIMITED,1332,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,7,201709,CENTRAL TAXIS GATESHEAD LIMITED,880,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,8,201709,CENTRAL TAXIS GATESHEAD LIMITED,2024,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,9,201709,CENTRAL TAXIS GATESHEAD LIMITED,1012,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,10,201709,CENTRAL TAXIS GATESHEAD LIMITED,1034,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,11,201709,CENTRAL TAXIS GATESHEAD LIMITED,1276,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,16,201709,CENTRAL TAXIS GATESHEAD LIMITED,1848,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,18,201709,CENTRAL TAXIS GATESHEAD LIMITED,2520,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,20,201709,CENTRAL TAXIS GATESHEAD LIMITED,1232,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,21,201709,CENTRAL TAXIS GATESHEAD LIMITED,1056,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,23,201709,CENTRAL TAXIS GATESHEAD LIMITED,1320,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,26,201709,CENTRAL TAXIS GATESHEAD LIMITED,1320,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,27,201709,CENTRAL TAXIS GATESHEAD LIMITED,2156,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,28,201709,CENTRAL TAXIS GATESHEAD LIMITED,2926,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,29,201709,CENTRAL TAXIS GATESHEAD LIMITED,1562,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,32,201709,CENTRAL TAXIS GATESHEAD LIMITED,1408,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026314,33,201709,CENTRAL TAXIS GATESHEAD LIMITED,2728,2017-12-12,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026315,3,201709,BURNOPFIELD TAXIS,1936,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026315,4,201709,BURNOPFIELD TAXIS,1848,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026316,1,201709,REDACTED - Personal Information,1540,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026317,3,201709,REDACTED - Personal Information,272,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026318,1,201709,DAVE'S MINIBUSES,1760,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026319,2,201709,BEELINE MINIBUSES,1546.01,2017-12-13,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026330,2,201709,MS TRAVEL,1818.67,2017-12-14,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,2,201709,DEAN TAXIS LTD,1419,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,3,201709,DEAN TAXIS LTD,2003.85,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,4,201709,DEAN TAXIS LTD,1867.8,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,5,201709,DEAN TAXIS LTD,1408,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,6,201709,DEAN TAXIS LTD,1507,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,7,201709,DEAN TAXIS LTD,739.1,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,8,201709,DEAN TAXIS LTD,1293.6,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,12,201709,DEAN TAXIS LTD,338.75,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,148026462,14,201709,DEAN TAXIS LTD,945.75,2017-12-21,
"Care, Wellbeing & Learning",Transport,Contract Hire,300000290,13,201709,REDACTED - Personal Information,614.4,2017-12-13,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300000315,23,201709,CLICK TRAVEL LTD,8.32,2017-12-22,
"Care, Wellbeing & Learning",Supplies and Services,"Furn, Equip & Mats",43977553,0,201709,KAY PICTURES LTD,660,2017-12-07,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,598,201709,O2 (UK) LTD,0.56,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1724,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1725,201709,O2 (UK) LTD,0.47,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1734,201709,O2 (UK) LTD,0.09,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1834,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1835,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1839,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1841,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1845,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1847,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1853,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1856,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1858,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1911,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,726,201709,O2 (UK) LTD,0.31,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1690,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1695,201709,O2 (UK) LTD,5.08,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1853,201709,O2 (UK) LTD,0.51,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1973,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1992,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1995,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2016,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2018,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2023,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2029,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2035,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2038,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,2044,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,28,201709,O2 (UK) LTD,91.23,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,95,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,97,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,99,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,100,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,102,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,105,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,106,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,108,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,109,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,288,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,291,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,366,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,368,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,431,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,493,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1496,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1599,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1714,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1900,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1960,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,94,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,116,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,126,201709,O2 (UK) LTD,74.98,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,132,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,133,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,134,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,136,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,137,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,139,201709,O2 (UK) LTD,4.58,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,141,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,142,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,143,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,145,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,146,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,383,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,405,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1440,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1505,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1575,201709,O2 (UK) LTD,0.18,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1774,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1808,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1822,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,"Grants, Contribs & Subs",43979508,0,201709,GATESHEAD JEWISH PRIMARY SCHOOL,4380,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43977577,0,201709,PARKSIDE HOUSE SCHOOL,18068.26,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43978016,0,201709,ST MATTHEW'S CATHOLIC PRIMARY SCHOOL,2667,2017-12-12,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979023,0,201709,HOWARD HOUSE CARE,3450,2017-12-19,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979025,0,201709,HOWARD HOUSE CARE,3450,2017-12-19,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979026,0,201709,HOWARD HOUSE CARE,4945,2017-12-19,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979802,0,201709,SOUTH TYNESIDE COUNCIL GENERAL FUND,6192.66,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979804,0,201709,SOUTH TYNESIDE COUNCIL GENERAL FUND,8449.67,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979808,0,201709,CITY OF SUNDERLAND,2036.77,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43976883,0,201709,LANGDON COLLEGE,32592,2017-12-04,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43977746,0,201709,NUNNYKIRK CENTRE FOR DYSLEXIA,4794.56,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979806,0,201709,PERCY HEDLEY FOUNDATION,14757.79,2017-12-22,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43977040,0,201709,ALD HAIRDRESSING TRAINING ACADEMY,830,2017-12-05,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43977550,0,201709,KIP MCGRATH EDUCATION CENTRES (GATESHEAD EAST),7210,2017-12-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43977757,0,201709,KIP MCGRATH EDUCATION CENTRES (GATESHEAD EAST),3200,2017-12-08,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43977758,0,201709,KIP MCGRATH EDUCATION CENTRES (GATESHEAD EAST),1440,2017-12-08,
