Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1918,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1982,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",43976641,0,201709,CAPITA BUSINESS SERVICES LTD,1825,2017-12-01,
Corporate Resources,Third Party Payments,Third Party Payments,41213210,1,201709,CITIZENS ADVICE GATESHEAD,40000,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,679,201709,O2 (UK) LTD,0.85,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,808,201709,O2 (UK) LTD,0.61,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1671,201709,O2 (UK) LTD,0.41,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,816,201709,O2 (UK) LTD,0.38,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,817,201709,O2 (UK) LTD,0.29,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1843,201709,O2 (UK) LTD,1.79,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1036,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1073,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41213502,1,201709,PREPAID FINANCIAL SERVICES LTD,28585.01,2017-12-08,
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41213504,1,201709,PREPAID FINANCIAL SERVICES LTD,441.51,2017-12-08,
Corporate Resources,Supplies and Services,Miscellaneous Supplies,41213504,2,201709,PREPAID FINANCIAL SERVICES LTD,9.65,2017-12-08,
Corporate Resources,Supplies and Services,Comms & Computing,148026282,6,201709,ROYAL MAIL,38.51,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026283,6,201709,ROYAL MAIL,147.12,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026295,6,201709,ROYAL MAIL,25.56,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026374,6,201709,ROYAL MAIL,38.01,2017-12-19,
Corporate Resources,Supplies and Services,Comms & Computing,148026282,3,201709,ROYAL MAIL,145.46,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026282,4,201709,ROYAL MAIL,209.77,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026283,3,201709,ROYAL MAIL,158.66,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026283,4,201709,ROYAL MAIL,255.09,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026295,3,201709,ROYAL MAIL,150.04,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026295,4,201709,ROYAL MAIL,107.31,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026374,3,201709,ROYAL MAIL,140.97,2017-12-19,
Corporate Resources,Supplies and Services,Comms & Computing,148026374,4,201709,ROYAL MAIL,266.91,2017-12-19,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1265,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1910,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,148026282,5,201709,ROYAL MAIL,19.44,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026283,5,201709,ROYAL MAIL,11.54,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026295,5,201709,ROYAL MAIL,17.24,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026374,5,201709,ROYAL MAIL,16.81,2017-12-19,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1761,201709,O2 (UK) LTD,9.02,2017-12-20,
Corporate Resources,Employees,Indirect Employee Expenses,148026427,1,201709,TYNE & WEAR PENSION FUND,5429,2017-12-21,
Corporate Resources,Employees,Indirect Employee Expenses,148026428,1,201709,TYNE & WEAR PENSION FUND,17744,2017-12-21,
Corporate Resources,Supplies and Services,Comms & Computing,148026282,8,201709,ROYAL MAIL,36.18,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026283,8,201709,ROYAL MAIL,17.18,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026295,8,201709,ROYAL MAIL,34.08,2017-12-11,
Corporate Resources,Supplies and Services,Comms & Computing,148026374,8,201709,ROYAL MAIL,8.22,2017-12-19,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000279,27,201709,CLICK TRAVEL LTD,86.33,2017-12-07,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000279,28,201709,CLICK TRAVEL LTD,106.74,2017-12-07,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000292,25,201709,CLICK TRAVEL LTD,1.67,2017-12-13,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000292,28,201709,CLICK TRAVEL LTD,20.41,2017-12-13,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000307,41,201709,CLICK TRAVEL LTD,85.6,2017-12-20,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000307,42,201709,CLICK TRAVEL LTD,106.84,2017-12-20,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000315,7,201709,CLICK TRAVEL LTD,18.18,2017-12-22,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000315,24,201709,CLICK TRAVEL LTD,8.75,2017-12-22,
Corporate Resources,Transport,Public Transport and Taxi Fares,300000315,26,201709,CLICK TRAVEL LTD,1.67,2017-12-22,
Corporate Resources,Supplies and Services,Comms & Computing,43978950,2,201709,VIRGIN MEDIA LTD,428.08,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,41213148,1,201709,VIRGIN MEDIA BUSINESS,1354.39,2017-12-07,
Corporate Resources,Supplies and Services,Comms & Computing,41213148,2,201709,VIRGIN MEDIA BUSINESS,69.84,2017-12-07,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,255,201709,O2 (UK) LTD,10.2,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,278,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,279,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,280,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,282,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,299,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,304,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,382,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,393,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,480,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,574,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,611,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,638,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,902,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,927,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1006,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1009,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1133,201709,O2 (UK) LTD,10.21,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1165,201709,O2 (UK) LTD,0.16,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1170,201709,O2 (UK) LTD,4.5,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1331,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1339,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1342,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1344,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1389,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1393,201709,O2 (UK) LTD,0.03,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1440,201709,O2 (UK) LTD,1.47,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1457,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1459,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1464,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1468,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1470,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1473,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1484,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1489,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1493,201709,O2 (UK) LTD,4.5,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1501,201709,O2 (UK) LTD,0.03,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1504,201709,O2 (UK) LTD,4.5,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1529,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1563,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1564,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1596,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1793,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1837,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1907,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1926,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1933,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1944,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1948,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1968,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,178,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,179,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,181,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,184,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,287,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,330,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,349,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,374,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,430,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,593,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,606,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,954,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,990,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1023,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1051,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1078,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1082,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1101,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1237,201709,O2 (UK) LTD,0.17,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1239,201709,O2 (UK) LTD,4.5,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1262,201709,O2 (UK) LTD,4.5,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1301,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1309,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1317,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1322,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1355,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1357,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1369,201709,O2 (UK) LTD,4.5,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1394,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1396,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1398,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1429,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1433,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1442,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1448,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1450,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1452,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1463,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1464,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1473,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1477,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1523,201709,O2 (UK) LTD,10.21,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1527,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1530,201709,O2 (UK) LTD,0.24,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1596,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1660,201709,O2 (UK) LTD,16.58,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1697,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1723,201709,O2 (UK) LTD,16.58,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1826,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1897,201709,O2 (UK) LTD,16.58,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1962,201709,O2 (UK) LTD,10,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1977,201709,O2 (UK) LTD,16.58,2017-12-20,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1993,201709,O2 (UK) LTD,16.58,2017-12-20,
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",43978579,0,201709,SOCITM LTD,1595,2017-12-18,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,913,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600010,1343,201709,O2 (UK) LTD,10,2017-12-05,
Corporate Resources,Supplies and Services,Comms & Computing,60600011,1026,201709,O2 (UK) LTD,10,2017-12-20,
