Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
Communities & Environment,Transport,Contract Hire,41249796,1,201902,WARREN ACCESS LTD,1075,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249856,1,201902,GO PLANT FLEET SERVICES LTD,2350.41,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249857,1,201902,GO PLANT FLEET SERVICES LTD,2356,2019-05-01,
Communities & Environment,Transport,Contract Hire,41250167,1,201902,WARREN ACCESS LTD,1075,2019-05-07,
Communities & Environment,Transport,Contract Hire,41250168,1,201902,WARREN ACCESS LTD,1075,2019-05-07,
Communities & Environment,Transport,Contract Hire,41250169,1,201902,WARREN ACCESS LTD,1075,2019-05-07,
Communities & Environment,Transport,Contract Hire,41251522,1,201902,DAWSONRENTALS VANS LIMITED,520,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251523,1,201902,DAWSONRENTALS VANS LIMITED,572,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251525,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251526,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251527,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251528,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251531,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251532,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251533,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251534,1,201902,DAWSONRENTALS VANS LIMITED,420,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251535,1,201902,DAWSONRENTALS VANS LIMITED,440.96,2019-05-23,
Communities & Environment,Transport,Contract Hire,41251577,1,201902,GO PLANT FLEET SERVICES LTD,2350.41,2019-05-24,
Communities & Environment,Transport,Contract Hire,41251578,1,201902,GO PLANT FLEET SERVICES LTD,2356,2019-05-24,
Communities & Environment,Transport,Contract Hire,41251715,1,201902,PREMIER TRUCK HIRE LTD,1000,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251716,1,201902,PREMIER TRUCK HIRE LTD,1000,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251804,1,201902,WARREN ACCESS LTD,860,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251806,1,201902,WARREN ACCESS LTD,860,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251807,1,201902,WARREN ACCESS LTD,1075,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251808,1,201902,WARREN ACCESS LTD,430,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251865,1,201902,WA OLD & SON LTD,660,2019-05-29,
Communities & Environment,Transport,Contract Hire,44036003,0,201902,WA OLD & SON LTD,660,2019-05-03,
Communities & Environment,Transport,Contract Hire,44036113,0,201902,WA OLD & SON LTD,660,2019-05-07,
Communities & Environment,Transport,Contract Hire,44036116,0,201902,WA OLD & SON LTD,660,2019-05-07,
Communities & Environment,Transport,Contract Hire,44038635,0,201902,WA OLD & SON LTD,660,2019-05-24,
Communities & Environment,Transport,Contract Hire,44038636,0,201902,WA OLD & SON LTD,660,2019-05-24,
Communities & Environment,Transport,Contract Hire,44038638,0,201902,WA OLD & SON LTD,687.5,2019-05-29,
Communities & Environment,Transport,Contract Hire,44038639,0,201902,WARREN ACCESS LTD,900,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44036943,2,201902,BLUEBELL AUTOMOTIVE,55,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036943,1,201902,BLUEBELL AUTOMOTIVE,210.5,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036947,0,201902,BLUEBELL AUTOMOTIVE,101.5,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44038307,0,201902,GB LUBRICANTS LTD,1564.08,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038580,0,201902,TENNANTS DISTRIBUTION LTD,580.06,2019-05-29,
Communities & Environment,Transport,Use of LES Fleet,44035989,0,201902,NORTHGATE VEHICLE HIRE LTD,1045.86,2019-05-07,
Communities & Environment,Transport,Use of LES Fleet,44037832,0,201902,NORTHGATE VEHICLE HIRE LTD,2360.2,2019-05-20,
Communities & Environment,Transport,Use of LES Fleet,44037833,0,201902,NORTHGATE VEHICLE HIRE LTD,892.03,2019-05-20,
Communities & Environment,Transport,Use of LES Fleet,44038899,0,201902,PLYLINE NORTH EAST,423.33,2019-05-29,
Communities & Environment,Transport,Contract Hire,41251747,1,201902,NORTHGATE VEHICLE HIRE LTD,817.14,2019-05-29,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44036943,0,201902,BLUEBELL AUTOMOTIVE,199.72,2019-05-13,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44036947,1,201902,BLUEBELL AUTOMOTIVE,107.5,2019-05-13,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44037101,0,201902,INSIGNIA,900,2019-05-13,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,82,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,215,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,231,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,628,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,630,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,636,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2129,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Transport,Vehicles and Plant,44036585,0,201902,GOTT TECHNICAL SERVICES LTD,886.97,2019-05-08,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44036402,0,201902,A S PNEUMATICS,638,2019-05-08,
Communities & Environment,Premises,Rep & Maint,41250340,1,201902,PREMIER DIAGNOSTICS LTD,478,2019-05-16,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44036675,0,201902,PREMIER DIAGNOSTICS LTD,433,2019-05-16,
Communities & Environment,Supplies and Services,"Furn, Equip & Mats",44036677,0,201902,PREMIER DIAGNOSTICS LTD,433,2019-05-16,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,38,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,39,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1002,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1024,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1095,201902,O2 (UK) LTD,0.27,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1102,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1841,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Transport,Vehicles and Plant,44036016,0,201902,BLUEBELL AUTOMOTIVE,743.95,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036017,0,201902,BLUEBELL AUTOMOTIVE,839.2,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036947,2,201902,BLUEBELL AUTOMOTIVE,504.7,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036995,1,201902,DENNIS EAGLE LTD,576.16,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44038202,0,201902,BLUEBELL AUTOMOTIVE,895.39,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038204,0,201902,BLUEBELL AUTOMOTIVE,418.95,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44039047,0,201902,BLUEBELL AUTOMOTIVE,813.48,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039080,1,201902,DENNIS EAGLE LTD,280.42,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,41249987,1,201902,OIL NRG LIMITED,22628.17,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44035522,0,201902,OIL NRG LIMITED,22727.17,2019-05-01,
Communities & Environment,Transport,Vehicles and Plant,44036054,1,201902,OIL NRG LIMITED,6741.27,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036094,1,201902,OIL NRG LIMITED,22577.68,2019-05-07,
Communities & Environment,Transport,Vehicles and Plant,44037236,0,201902,OIL NRG LIMITED,20884.72,2019-05-14,
Communities & Environment,Transport,Vehicles and Plant,44038370,0,201902,OIL NRG LIMITED,22489.66,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038534,0,201902,OIL NRG LIMITED,4678.55,2019-05-24,
Communities & Environment,Transport,Vehicles and Plant,148031261,1,201902,OIL NRG LIMITED,22727.17,2019-05-02,
Communities & Environment,Supplies and Services,"Clothing, Uniforms & Laundry",44038539,0,201902,FENLAND LAUNDRIES LIMITED (MICRONCLEAN),460,2019-05-24,
Communities & Environment,Transport,Vehicles and Plant,44036992,0,201902,DJS AUTO ELECTRICAL SERVICES LTD,468.9,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037146,1,201902,GREENLAY LTD,305.79,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037146,2,201902,GREENLAY LTD,130.96,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037835,0,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,170.14,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44037835,1,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,113.59,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44037835,2,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,203.14,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44037835,3,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,186.88,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44037838,0,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,93.44,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44037838,1,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,251.2,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44037838,2,201902,CARRS BILLINGTON AGRICULTURE (SALES) LTD,105.6,2019-05-20,
Communities & Environment,Transport,Vehicles and Plant,44038576,0,201902,SPALDINGS UK LTD,842.7,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44039161,1,201902,GREENLAY LTD,887.21,2019-05-31,
Communities & Environment,Transport,Vehicles and Plant,148031507,1,201902,SPALDINGS UK LTD,842.7,2019-05-28,
Communities & Environment,Transport,Vehicles and Plant,44036052,0,201902,OIL NRG LIMITED,11644.95,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44037818,0,201902,OIL NRG LIMITED,14601.55,2019-05-20,
Communities & Environment,Employees,Indirect Employee Expenses,148031292,1,201902,TYNE & WEAR PENSION FUND,93265,2019-05-07,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,203,201902,O2 (UK) LTD,4.5,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,1029,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Supplies and Services,Comms & Computing,60600028,2363,201902,O2 (UK) LTD,10,2019-05-21,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,2,201902,CLICK TRAVEL LTD,48,2019-05-01,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,10,201902,CLICK TRAVEL LTD,160,2019-05-01,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,12,201902,CLICK TRAVEL LTD,48,2019-05-01,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,24,201902,CLICK TRAVEL LTD,48,2019-05-01,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,27,201902,CLICK TRAVEL LTD,160,2019-05-01,
Communities & Environment,Transport,Public Transport and Taxi Fares,300001079,29,201902,CLICK TRAVEL LTD,160,2019-05-01,
Communities & Environment,Third Party Payments,Third Party Payments,44037707,0,201902,PALM RECYCLING LIMITED,48105.8,2019-05-17,
Communities & Environment,Third Party Payments,Third Party Payments,44036783,0,201902,SOUTH TYNE & WEAR ENERGY RECOVERY LTD,2154123.55,2019-05-10,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1063,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1291,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1293,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1295,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001080,4,201902,CLICK TRAVEL LTD,30.7,2019-05-01,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001080,6,201902,CLICK TRAVEL LTD,27.3,2019-05-01,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001108,15,201902,CLICK TRAVEL LTD,104.5,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001108,20,201902,CLICK TRAVEL LTD,160,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001108,45,201902,CLICK TRAVEL LTD,45.35,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001108,53,201902,CLICK TRAVEL LTD,57.1,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001109,16,201902,CLICK TRAVEL LTD,38,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001109,19,201902,CLICK TRAVEL LTD,320,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001109,37,201902,CLICK TRAVEL LTD,144,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001111,11,201902,CLICK TRAVEL LTD,160,2019-05-21,
"Care, Wellbeing & Learning",Transport,Public Transport and Taxi Fares,300001111,27,201902,CLICK TRAVEL LTD,69.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,270,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,793,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,794,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,795,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,797,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1409,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1420,201902,O2 (UK) LTD,4.5,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1705,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1727,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1728,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1729,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1730,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1731,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1734,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1735,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1741,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,1742,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600028,2394,201902,O2 (UK) LTD,10,2019-05-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41249250,1,201902,PROFESSOR CHRIS BENTLEY CONSULTING LIMITED,1065.5,2019-05-09,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41251477,1,201902,GATESHEAD & SOUTH TYNESIDE LPC,3000,2019-05-23,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41250085,3,201902,NHS NEWCASTLE GATESHEAD CCG,32235.6,2019-05-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,41250088,3,201902,NHS NEWCASTLE GATESHEAD CCG,27522.18,2019-05-07,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,10,201902,L ROWLAND & CO RETAIL LTD,207.36,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,11,201902,L ROWLAND & CO RETAIL LTD,29.07,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,12,201902,L ROWLAND & CO RETAIL LTD,386.64,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,16,201902,LLOYDS PHARMACY,408.24,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,18,201902,LLOYDS PHARMACY,334.8,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,19,201902,LLOYDS PHARMACY,58.14,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,20,201902,LLOYDS PHARMACY,457.92,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,21,201902,LLOYDS PHARMACY,239.02,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,22,201902,LLOYDS PHARMACY,197.03,2019-05-10,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,300001097,29,201902,L ROWLAND & CO RETAIL LTD,184.11,2019-05-10,
