Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,2015-04-29,EDEN FARM LTD,4627911,344.14,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,2015-04-29,EDEN FARM LTD,4627907,417.52,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Catering - Vending Purchases,2015-04-22,EDEN FARM LTD,4628196,513.44,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-15,GOLDSBOROUGH CRICKET CLUB,4627964,295.72,New Score board
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,2015-04-01,HALL FUELS,4625506,484.30,1000 ltrs uls gas oil
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,2015-04-01,HALL FUELS,4625678,629.59,
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,2015-04-22,HALL FUELS,4627088,1118.52,
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,2015-04-01,HALL FUELS,4625526,1237.47,1300 ltrs uls diesel
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,2015-04-29,JAPS ENGINEERING,4629131,840.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-13,JOHNSONS OF WHIXLEY LTD,4626076,413.76,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-13,JOHNSONS OF WHIXLEY LTD,4626076,91.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-13,JOHNSONS OF WHIXLEY LTD,4626076,91.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Hort Materials - Direct Purchase,2015-04-22,JOHNSONS OF WHIXLEY LTD,4627120,268.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-15,KNARESBOROUGH BOWLING CLUB,4627967,1929.52,combined payment for CS1 011 5000300020004 and
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,2015-04-08,LANDMARK TRADING (STAMFORD) LTD,4627000,718.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,2015-04-08,LANDMARK TRADING (STAMFORD) LTD,4627000,393.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,2015-04-08,LANDMARK TRADING (STAMFORD) LTD,4627000,393.00,
Harrogate Borough Council,Premises,R,Community,Parks,Bldg Mgmt Recharged Works,2015-04-29,M A BEILBY,4627661,800.00,
Harrogate Borough Council,Premises,R,Community,Parks,Bldg Mgmt Recharged Works,2015-04-29,M A BEILBY,4627661,450.00,
Harrogate Borough Council,Premises,R,Community,Parks,Bldg Mgmt Recharged Works,2015-04-29,M A BEILBY,4627661,450.00,
Harrogate Borough Council,Premises,R,Community,Parks,Grounds Maintenance Other,2015-04-20,MULBRAND LTD,4627934,220.00,
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,2015-04-29,NIDDERDALE FORESTRY,4628393,1660.60,
Harrogate Borough Council,Premises,R,Community,Parks,External Security,2015-04-01,NORTH YORKSHIRE MOUNTED RANGER,4626927,1271.17,
Harrogate Borough Council,Transport,R,Community,Parks,Fuel/Oil,2015-04-27,NORTHERN ENERGY SUPPLIES LIMITED,4628740,584.25,
Harrogate Borough Council,Premises,R,Community,Parks,Grounds Maintenance Grants,2015-04-13,NUN MONKTON PARISH COUNCIL,4627663,622.12,reprocess trans 4620541
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,2015-04-08,OPEN COUNTRY,4625766,1600.00,
Harrogate Borough Council,Premises,R,Community,Parks,Cleaning & Hygiene Services,2015-04-29,PAUL WHITAKER,4628305,456.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,2015-04-29,PMC HIRE & SALES CENTRE,4628322,61.00,Various
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Hire of Equipment,2015-04-29,PMC HIRE & SALES CENTRE,4628322,40.00,Various
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,2015-04-15,RING A TILL,4628079,364.00,Annual Rental of TE2400 for Valley Gardens
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,2015-04-01,SAFETY GRIT LIMITED,4626392,1380.00,
Harrogate Borough Council,Premises,R,Community,Parks,Payments to Ext Contractors,2015-04-29,STREETMASTER (SOUTH WALES) LTD,4628445,59.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,2015-04-29,STREETMASTER (SOUTH WALES) LTD,4628445,783.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Miscellaneous Expenditure,2015-04-29,STREETMASTER (SOUTH WALES) LTD,4628445,59.00,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-29,TRAVAIL EMPLOYMENT GROUP LTD,4629044,483.84,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-29,TRAVAIL EMPLOYMENT GROUP LTD,4629077,483.84,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-27,TRAVAIL EMPLOYMENT GROUP LTD,4628389,656.12,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-29,TRAVAIL EMPLOYMENT GROUP LTD,4629036,761.86,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-22,TRAVAIL EMPLOYMENT GROUP LTD,4627938,777.75,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-22,TRAVAIL EMPLOYMENT GROUP LTD,4627939,1394.77,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-29,TRAVAIL EMPLOYMENT GROUP LTD,4629043,1486.10,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-27,TRAVAIL EMPLOYMENT GROUP LTD,4628387,1488.52,
Harrogate Borough Council,Employees,R,Community,Parks,Temporary Staff,2015-04-29,TRAVAIL EMPLOYMENT GROUP LTD,4629078,1935.36,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,2015-04-01,TUDOR ENVIRONMENTAL,4625568,303.43,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Equipment,2015-04-01,TUDOR ENVIRONMENTAL,4625635,1125.85,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,2015-04-01,TUDOR ENVIRONMENTAL,4625568,137.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,2015-04-01,TUDOR ENVIRONMENTAL,4625568,137.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks,Protective Clothing,2015-04-01,TUDOR ENVIRONMENTAL,4625568,137.00,
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,984.82,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,160.00,various
Harrogate Borough Council,Premises,R,Community,Parks,Refuse Collection/Removal,2015-04-29,WETHERBY SKIP HIRE SERVICES,4628252,172.71,various
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-15,WHIXLEY VILLAGE HALL,4627966,3024.85,Whixley Hall floor refurbishment
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2015-04-15,WHIXLEY VILLAGE HALL,4627966,431.15,Whixley Hall floor refurbishment
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2015-04-15,KINGKRAFT LTD,4627845,10200.80,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2015-04-22,MOREABILITY,4628600,4913.45,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2015-04-29,RDV CONTRACTING LTD,4628931,2288.50,Disabled facilities grant
Harrogate Borough Council,Transport,R,Community,Private Sector Housing,Travel,2015-04-22,REDFERN TRAVEL LTD,4627563,37.73,REDACTED -PERSONAL DATA
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2015-04-27,YORKSHIRE HOUSING LTD,4628929,549.24,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2015-04-22,YORKSHIRE HOUSING LTD,4628599,589.62,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2015-04-15,YORKSHIRE HOUSING LTD,4627846,716.58,Disabled facilities grant
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-01,HILL CANNON (UK) LLP,1562747,225.00,197159/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-08,VERITY FREARSON LTD,1563544,100.00,200015/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-08,VERITY FREARSON LTD,1563544,100.00,200023/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-08,VERITY FREARSON LTD,1563544,100.00,200025/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-08,VERITY FREARSON LTD,1563544,100.00,200024/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-08,VERITY FREARSON LTD,1563544,100.00,200019/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2015-04-08,VERITY FREARSON LTD,1563544,100.00,200017/1
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-15,SVENSTONE LTD,4626203,409.81,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-08,SVENSTONE LTD,4625738,451.03,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-22,SVENSTONE LTD,4626808,597.92,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-15,SVENSTONE LTD,4626379,614.08,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-01,SVENSTONE LTD,4625451,630.24,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-08,SVENSTONE LTD,4625767,646.40,REDACTED -PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-29,SVENSTONE LTD,4628266,694.88,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-29,TECH SEARCH ASSOCIATIONS LTD,4629253,572.75,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-29,TECH SEARCH ASSOCIATIONS LTD,4629135,680.95,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-29,TECH SEARCH ASSOCIATIONS LTD,4629136,751.43,
Harrogate Borough Council,Employees,R,Community,Property Services (DCS),Temporary Staff,2015-04-20,TECH SEARCH ASSOCIATIONS LTD,4628256,759.98,
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2015-04-08,ALLSTAR BUSINESS SOLUTIONS LTD,4626511,70.93,Mar Fuel
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,33.02,ACCR1415 FUELCARDS
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2015-04-27,ALLSTAR BUSINESS SOLUTIONS LTD,4627613,211.58,ACCR1415 FUELCARDS
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-15,ALTERNATIVE DRAINAGE COMPANY LTD,1566494,225.00,199082/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-22,ALTERNATIVE DRAINAGE COMPANY LTD,1566493,495.00,197599/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-01,ALVIN MORRIS,4626479,264.70,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-15,ALVIN MORRIS,4626484,1285.54,PROPERTY SERVICES
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-22,BOB COWELL,1562908,336.50,195899/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2015-04-29,BRICK-TIE LTD,1567337,1394.00,192502/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-29,BUILDBASE,4628915,265.20,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-01,BUILDBASE,4626287,542.37,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-20,BUILDBASE,4627782,1103.47,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-08,BUILDBASE,4626485,1681.12,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-29,BUILDBASE,4627793,2091.42,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-20,BUILDBASE,4627787,3306.98,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-22,BUILDBASE,4627775,5248.70,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-01,CERTSURE LLP,4624610,410.00,ACCR1516  Annual Fee 1415
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-27,CITY ELECTRICAL FACTORS LTD,4628789,2485.70,ihmt
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2015-04-22,CITY LIFT SERVICES (NW) LTD,1563471,510.00,193637/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2015-04-27,DTMS LTD,1566948,1800.00,193924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2015-04-22,DUFFIELDS,1566949,2765.48,193162/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-29,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1563474,400.00,199448/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2015-04-20,GRAFTON MERCHANTING GB LTD,4624681,259.71,PROPERTY SERVICES
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-01,HAMBLETON ROOFING LTD,1563310,212.68,195719/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-01,HAMBLETON ROOFING LTD,1563311,338.78,191226/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2015-04-15,HAMBLETON ROOFING LTD,1566583,436.39,191753/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2015-04-29,HAMBLETON ROOFING LTD,1566587,249.36,194158/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2015-04-29,HAMBLETON ROOFING LTD,1566586,436.39,193896/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2015-04-01,HAMBLETON ROOFING LTD,1559336,649.57,181118/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567341,415.79,201389/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566566,497.57,196627/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199879/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199628/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199877/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199635/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199876/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199630/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199875/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,192021/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,20.60,199927/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199637/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199922/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199631/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199636/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199634/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199867/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199660/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199633/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199659/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199629/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,10.30,199632/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199658/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,98.16,199655/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567339,20.60,199928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,195378/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,20.60,199938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199738/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,20.60,199935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199656/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,10.30,199934/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,20.60,199932/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199672/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,20.60,199931/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199654/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199904/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199669/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,20.60,199881/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199874/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199668/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199873/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,197862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199664/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199870/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,30.90,201420/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,199736/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,20.60,199933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567340,98.16,197828/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199648/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,192346/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,198044/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199647/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,10.30,201210/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199652/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199650/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,10.30,199623/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199649/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,197929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199653/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,10.30,199624/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,201209/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,10.30,199627/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,20.60,201207/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,198030/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199872/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,10.30,199626/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199869/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,192461/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199838/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,10.30,199625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,199692/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-22,HELP-LINK UK LTD,1566964,98.16,197992/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,192025/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199651/1
