Body Name,Expenditure Category,Capital /Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199717/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,201683/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199670/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199741/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199740/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,189807/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,201682/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199677/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,201680/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,198028/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,20.60,201679/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199673/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,30.90,201675/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199737/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199671/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199751/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,197812/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199742/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199667/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,199739/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,98.16,191945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567342,20.60,199883/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199801/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,197994/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199800/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199762/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199799/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,197887/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199798/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199768/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,10.30,189841/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199803/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199763/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199757/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199794/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,197991/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199793/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199756/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199791/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199790/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199755/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199784/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,197989/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199712/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,98.16,199766/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567344,10.30,199930/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,197865/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,197871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,198059/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199884/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199810/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199812/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199814/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199817/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199885/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199886/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199691/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199702/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,195131/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,20.60,195459/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199690/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,197779/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199688/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199813/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,197776/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,10.30,197777/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,197778/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199891/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,199890/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566574,98.16,197816/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,197915/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,197951/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199662/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199674/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199733/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199754/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199865/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199901/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,20.60,201697/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,197860/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,197867/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199743/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199745/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199747/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199749/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199750/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199752/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199780/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199781/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199782/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199783/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199785/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199786/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-29,HELP-LINK UK LTD,1567343,98.16,199788/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199834/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199713/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199833/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,197784/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199689/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,198043/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,195186/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199821/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199859/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,198065/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,197668/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199852/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199858/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199824/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199900/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199832/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199694/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199830/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199836/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199820/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566559,98.16,199855/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199826/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199718/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,192011/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199716/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199905/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,197837/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199903/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199709/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199857/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199910/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199827/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199907/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199711/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2015-04-15,HELP-LINK UK LTD,1566570,98.16,199899/1
