Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name(T),Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2016-07-13,ALLSTAR BUSINESS SOLUTIONS LTD,4655315,773.75,June Fuel
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ALTERNATIVE WINDOWS (LEEDS) LTD,1629519,214.03,235710/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ALTERNATIVE WINDOWS (LEEDS) LTD,1629521,581.74,235707/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ALTERNATIVE WINDOWS (LEEDS) LTD,1629518,803.73,235697/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-18,ALTERNATIVE WINDOWS (LEEDS) LTD,4657060,1839.07,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ALTERNATIVE WINDOWS (LEEDS) LTD,4654933,2656.11,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Protective Clothing,2016-07-27,ARCO LTD,4656574,348.55,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Protective Clothing,2016-07-27,ARCO LTD,4656411,352.4,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,8,235510/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,8,235511/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,8,235512/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,7,235513/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,6,235521/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,4,235522/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,40,235525/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,20,235540/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,23,235541/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,6,235517/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,7,235518/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,7,235519/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,6,235520/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,10,235533/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,8.75,235535/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,8.75,235536/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,21,235537/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,15,235538/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,30,235539/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,46,235526/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,22,235527/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,62,235528/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,70,235529/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,18,235530/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,40,235531/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235504/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235505/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235506/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235507/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235508/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12.5,235509/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,18,235545/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235500/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,95,235501/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,16,235502/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,15,235534/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,12,235503/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,5,235514/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,4,235515/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,4,235516/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,20,235542/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,30,235543/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-20,COXON BROTHERS,1629232,35,235544/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,DUFFIELDS,1628537,284.2,235058/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2016-07-06,ENVIRONTEC LIMITED,1625395,400,230185/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1628803,225,226077/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629238,225,234217/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629244,225,234221/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629246,225,226081/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625723,260,225419/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-20,ENVIROVENT LTD,1628807,260,234214/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-20,ENVIROVENT LTD,1628809,260,234229/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629235,260,234216/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629241,260,234228/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629243,260,234215/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629245,260,234223/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625732,275,225443/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625738,275,225424/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625740,275,225420/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1628813,290,226085/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625721,310,225418/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625722,310,225422/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625724,310,225431/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625725,310,225421/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625726,310,225426/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625741,310,225429/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1628811,310,225425/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1628812,310,225423/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1628815,310,225435/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1628816,310,225440/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1628814,380,226078/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625399,395,226063/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,ENVIROVENT LTD,1629237,450,234219/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625727,500,225436/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1625730,500,225430/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625403,510,226080/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625400,520,226058/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-13,ENVIROVENT LTD,1628804,575,226083/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-06,ENVIROVENT LTD,1625398,645,226086/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-20,ENVIROVENT LTD,1628805,704.08,233550/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-07-20,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1628555,290,234513/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-07-20,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1625786,320,233574/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-07-27,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1628561,480,235216/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2016-07-27,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1628560,950,235211/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-27,GRAFTON MERCHANTING GB LTD,4657359,220.17,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-20,GRAFTON MERCHANTING GB LTD,4657313,238.15,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-20,GRAFTON MERCHANTING GB LTD,4656426,397.9,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-27,GRAFTON MERCHANTING GB LTD,4656706,456.77,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-11,GRAFTON MERCHANTING GB LTD,4656770,504.55,PAYING DIFF FROM TRANS 4653420
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-13,GRAFTON MERCHANTING GB LTD,4655595,574.98,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-11,GRAFTON MERCHANTING GB LTD,4656769,629.38,VAN STOCK
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-06,GRAFTON MERCHANTING GB LTD,4654973,741.79,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-27,GRAFTON MERCHANTING GB LTD,4656708,824.24,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-13,GRAFTON MERCHANTING GB LTD,4655598,845.42,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-13,GRAFTON MERCHANTING GB LTD,4655599,975.33,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-25,GRAFTON MERCHANTING GB LTD,4657314,1077.55,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-20,GRAFTON MERCHANTING GB LTD,4656422,1283.03,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-20,GRAFTON MERCHANTING GB LTD,4656423,1358.30,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-27,GRAFTON MERCHANTING GB LTD,4656710,1406.37,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-13,GRAFTON MERCHANTING GB LTD,4655597,1427.43,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-20,GRAFTON MERCHANTING GB LTD,4656425,1608.22,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-06,GRAFTON MERCHANTING GB LTD,4654971,1670.48,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-06,GRAFTON MERCHANTING GB LTD,4655002,1733.17,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-25,GRAFTON MERCHANTING GB LTD,4657312,1974.41,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-06,GRAFTON MERCHANTING GB LTD,4654999,2472.16,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-27,GRAFTON MERCHANTING GB LTD,4656705,3016.24,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-13,GRAFTON MERCHANTING GB LTD,4655600,3178.95,PROPERTY SERVICES
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-06,GRAFTON MERCHANTING GB LTD,4655000,4640.04,ihmt
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-27,GRAFTON MERCHANTING GB LTD,4656707,4749.68,PROPERTY SERVICES
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2016-07-27,GRAFTON MERCHANTING GB LTD,4657343,396,IHMT
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-20,HAVEN BUILDING & MAINTENANCE,1629269,606,236509/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2016-07-27,HAVEN BUILDING & MAINTENANCE,1629525,870,225996/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656211,336,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656118,371.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-25,HAYS SPECIALIST RECRUITMENT,4657594,396.75,
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657307,400,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657147,402.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656084,419.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656788,419.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657140,462.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-27,HAYS SPECIALIST RECRUITMENT,4657783,462.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657240,480,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-27,HAYS SPECIALIST RECRUITMENT,4657785,502.43,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656082,506.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656688,506.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657142,506.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-27,HAYS SPECIALIST RECRUITMENT,4657782,506.25,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-20,HAYS SPECIALIST RECRUITMENT,4654660,534.48,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656690,568,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656786,574.22,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-27,HAYS SPECIALIST RECRUITMENT,4657781,576,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656129,590.16,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656215,590.16,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657096,590.16,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656210,592,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656692,592,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657141,592,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-04,HAYS SPECIALIST RECRUITMENT,4656029,600,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656785,600,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-18,HAYS SPECIALIST RECRUITMENT,4657289,600,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-27,HAYS SPECIALIST RECRUITMENT,4657784,600,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-27,HAYS SPECIALIST RECRUITMENT,4657787,606.38,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656700,610.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656787,618.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2016-07-25,HAYS SPECIALIST RECRUITMENT,4657493,618.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-20,HAYS SPECIALIST RECRUITMENT,4657287,406,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2016-07-11,HAYS SPECIALIST RECRUITMENT,4656687,536.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,230438/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,230446/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,230827/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,231728/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,231743/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,232939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,228933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,229807/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,229811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,229814/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234303/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234304/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234306/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234309/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234311/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234312/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234314/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234699/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234701/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234711/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234713/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234718/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234917/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2016-07-20,HELP-LINK UK LTD,1629260,98.16,234921/1
