Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Electrical Repairs & Maint,2015-07-29,A C M,4633874,680.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DCA,Other Consultants Fees,2015-07-08,ACORN ANALYTICAL SERVICES LTD,4632437,325.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Cleaning & Hygiene Services,2015-07-01,COXON BROTHERS,4632483,400.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Planned Maintenance,2015-07-22,NEWGATE (NEWARK) LTD,4633218,490.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Electricity,2015-07-22,NPOWER LTD,4634244,2227.03,Elec Scottsdale House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Electricity,2015-07-01,NPOWER LTD,4632874,2232.33,ELEC - SCOTTSDALE HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Electricity,2015-07-22,NPOWER LTD,4634247,2793.86,Elec Cerescent Gardens
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Electricity,2015-07-01,NPOWER LTD,4632867,2804.83,ELEC - CRESCENT GARDENS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Electrical Repairs & Maint,2015-07-29,WALTER HARTLEY LTD,4634236,4237.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DCA,Water & Sewerage,2015-07-22,YORKSHIRE WATER PLC,4634513,625.17,WATER - CRESCENT GARDENS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Maintenance - DEC,Other Consultants Fees,2015-07-08,ACORN ANALYTICAL SERVICES LTD,4632433,4900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-29,AIRE VALLEY REWINDS,4633564,578.60,Collected one pump for repair Hydro Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-22,ALLIED GLAZING SYSTEMS LTD,4633772,6024.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634916,4079.96,GAS - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634918,1554.04,GAS - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-22,BRITISH GAS TRADING LTD,4634525,283.64,GAS - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634892,241.14,GAS - KNAPPING MOUNT HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-01,BRITISH GAS TRADING LTD,4633310,283.64,GAS - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-22,BRITISH GAS TRADING LTD,4634524,408.21,GAS - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634901,698.11,GAS - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634890,1471.65,GAS - CASTLE GIRLS SCHOOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634912,1925.26,GAS- STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634875,2010.24,GAS - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634886,2184.12,GAS - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,2015-07-29,BRITISH GAS TRADING LTD,4634885,2587.32,GAS - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,BRITISH GAS TRADING LTD,4634884,4061.09,GAS - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634916,192.97,GAS - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634918,109.71,GAS - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-22,BRITISH GAS TRADING LTD,4634525,17.67,GAS - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634892,15.03,GAS - KNAPPING MOUNT HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-01,BRITISH GAS TRADING LTD,4633310,17.67,GAS - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-22,BRITISH GAS TRADING LTD,4634524,25.43,GAS - KNARESBOROUGH HOUSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634901,43.50,GAS - RIPON LEISURE CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634890,91.71,GAS - CASTLE GIRLS SCHOOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634912,135.91,GAS- STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634875,141.91,GAS - STARBECK POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634886,154.18,GAS - RIPON SPA BATHS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634885,182.65,GAS - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-29,BRITISH GAS TRADING LTD,4634884,192.08,GAS - HYDRO
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-29,BULLOUGHS CLEANING SERVICES LTD,4634010,225.02,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,441.05,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,694.92,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,418.90,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,172.47,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,144.55,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,332.11,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,143.57,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,143.57,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,441.77,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,736.20,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,905.33,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,661.10,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,170.29,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,570.36,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,339.76,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,452.29,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,252.69,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,678.87,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,943.55,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,1111.62,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,848.74,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,230.11,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,993.27,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,424.13,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,424.13,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,795.42,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,629.25,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-27,BULLOUGHS CLEANING SERVICES LTD,4634284,964.74,Cont 1231  Inst 3 Cert 8463
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Security Systems-Inst & Maint,2015-07-20,CARELINE SECURITY LTD,4634314,215.42,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire Systems-Inst & Maint,2015-07-22,CHUBB FIRE & SECURITY LTD,4633411,436.00,KNARESBOROUGH COMM CENTRE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire Systems-Inst & Maint,2015-07-01,CHUBB FIRE & SECURITY LTD,4633041,480.34,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire Systems-Inst & Maint,2015-07-29,CHUBB FIRE & SECURITY LTD,4634419,568.80,Old Castle Girls School
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire Systems-Inst & Maint,2015-07-29,CHUBB FIRE & SECURITY LTD,4634427,1932.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-01,COXON BROTHERS,4632487,230.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-01,COXON BROTHERS,4632474,300.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-01,COXON BROTHERS,4632488,340.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2015-07-01,COXON BROTHERS,4632470,460.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-08,CYRIL ISAACS & CO LTD,4632956,2365.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-08,D HARE,4632408,280.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,D HARE,4634036,315.78,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,DALESAUNA LTD,4631975,229.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,DALESAUNA LTD,4633509,229.58,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,DALESAUNA LTD,4633507,311.91,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-08,DALESAUNA LTD,4633226,317.24,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,DALESAUNA LTD,4633909,344.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Rents & Wayleaves,2015-07-20,DORIAL LTD,4634070,279.71,Cleaning 011014 to 311214
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Rents & Wayleaves,2015-07-22,DORIAL LTD,4634071,2287.50,TOURIST INFORMATION OFFICE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,E.A. GIBBS AND SON LTD,4634101,228.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,GARBUTT SERVICES,4632973,1033.68,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,GARDNER REFRIGERATION LTD,4633582,320.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,47.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,47.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,47.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,47.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,47.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,47.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-15,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Roof Servicing,2015-07-01,HAMBLETON ROOFING LTD,4632261,2490.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Roof Servicing,2015-07-01,HAMBLETON ROOFING LTD,4632261,750.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Roof Servicing,2015-07-01,HAMBLETON ROOFING LTD,4632261,750.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634806,900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634807,900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634809,988.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634809,88.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-29,HAVEN BUILDING & MAINTENANCE LTD,4634809,88.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634188,995.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634188,515.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634188,515.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634181,1140.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634181,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-27,HAVEN BUILDING & MAINTENANCE LTD,4634181,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-22,HELP-LINK UK LTD,4633404,274.84,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-13,HILLARYS BLINDS LTD,4633690,300.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2015-07-15,HILLARYS BLINDS LTD,4633683,497.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,2015-07-15,HM REVENUE & CUSTOMS,4633962,307.49,CCL Payment for 2014
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-01,J HEWSON (BUILDERS) LTD,4632875,1850.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-01,NEWENCO LTD,4632517,2310.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-20,NEWENCO LTD,4633727,2310.00,REPLACEMENT TRANS NO 4632517
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2015-07-22,NEWGATE (NEWARK) LTD,4633217,560.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-13,NEWTON ELECTRICAL CONTRACTORS UK LTD,4633466,214.18,INSTALL NEW FUSE SPUR
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-27,NEWTON ELECTRICAL CONTRACTORS UK LTD,4634562,278.22,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-06,NEWTON ELECTRICAL CONTRACTORS UK LTD,4632920,407.00,402312
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-06,NEWTON ELECTRICAL CONTRACTORS UK LTD,4632600,429.70,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-13,NEWTON ELECTRICAL CONTRACTORS UK LTD,4632877,940.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-08,NEWTON ELECTRICAL CONTRACTORS UK LTD,4633034,4782.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-15,NIPS LTD,4632596,231.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2015-07-22,NIPS LTD,4633197,259.30,sump pump
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632324,210.89,ELEC - JENNYFIELD CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-29,NPOWER LTD,4634361,222.18,ELEC KNAPPING MNT
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,2015-07-01,NPOWER LTD,4632327,246.23,ELEC - KNAPPING MOUNT HOUSE
