Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Community,Private Sector Housing,Travel,2018-03-21,REDFERN TRAVEL LTD,4694051,12.2,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2018-03-21,S & W DEVELOPMENTS LTD,4694761,10235,PQ DISABLED FACILITIES GRANT
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2018-03-21,STANNAH LIFT SERVICES LTD,4694829,3488,PQ  Disabled facilities grant
Harrogate Borough Council,Employees,R,Community,Private Sector Housing,Temporary Staff,2018-03-14,VIVID RESOURCING LIMITED,4692847,1332,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Private Sector Housing,Temporary Staff,2018-03-28,VIVID RESOURCING LIMITED,4693747,1332,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2018-03-28,YORKSHIRE HOUSING FOUNDATION,4695245,554.6,PQ  ACCR1718  Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2018-03-28,YORKSHIRE HOUSING FOUNDATION,4695468,787.75,PQ  ACCR1718 Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2018-03-07,YORKSHIRE HOUSING FOUNDATION,4693983,2404.52,DISABLED FACILITIES GRANT
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2018-03-07,MATTHEW FLETCHER,1696711,30,273619/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2018-03-07,MATTHEW FLETCHER,1696711,30,273616/1
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2018-03-07,MATTHEW FLETCHER,1696711,30,273620/1
Harrogate Borough Council,Transport,R,Community,Property Services (DCS),Travel,2018-03-21,REDFERN TRAVEL LTD,4694051,36.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-28,1ST SELECT LIMITED,4694615,292.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-14,1ST SELECT LIMITED,4694021,432.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-21,1ST SELECT LIMITED,4694278,467.35,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-07,1ST SELECT LIMITED,4693665,471.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4693833,536.53,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4693833,28.57,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-05,ALLSTAR BUSINESS SOLUTIONS LTD,4693431,599.15,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-05,ALLSTAR BUSINESS SOLUTIONS LTD,4693431,73.81,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-26,ALLSTAR BUSINESS SOLUTIONS LTD,4694981,537.6,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4692046,588.01,AS60046921
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Fuel/Oil,2018-03-07,ALLSTAR BUSINESS SOLUTIONS LTD,4692046,106.21,AS60046921
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,ALTERNATIVE WINDOWS (LEEDS) LTD,1697957,2681.85,276495/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,ALTERNATIVE WINDOWS (LEEDS) LTD,1697958,32738,272974/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Protective Clothing,2018-03-21,ARCO LTD,4693200,396.96,
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Other Supplies & Services,2018-03-28,CERTSURE LLP,4693849,455,ACCR1819 AnnualFee
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-21,CITY LIFT SERVICES (NW) LTD,1700165,250,277683/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-21,CITY LIFT SERVICES (NW) LTD,1700163,290,275973/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-21,CITY LIFT SERVICES (NW) LTD,1700162,340,276261/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-28,CLARKES ENVIRONMENTAL LTD,1700436,1120,276483/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,CLARKES ENVIRONMENTAL LTD,1700167,1780.4,277486/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,CLARKES ENVIRONMENTAL LTD,1700166,2340,277618/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-28,ENVIRONTEC LIMITED,1699856,225,277519/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-21,ENVIROVENT LTD,1697971,225,274989/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-14,ENVIROVENT LTD,1699863,225,274465/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-14,ENVIROVENT LTD,1699862,225,269358/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-14,ENVIROVENT LTD,1697653,450,269114/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-07,ENVIROVENT LTD,1697652,528.05,272502/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-28,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1699876,290,277790/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-28,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1699872,400,277873/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-07,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1696726,620,276401/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-07,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1697204,690,276505/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-07,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1697205,840,277226/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692445,245,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692256,275.5,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693910,289.54,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692442,296.91,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-14,GRAFTON MERCHANTING GB LTD,4692795,296.91,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693083,296.91,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693084,296.91,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692257,364.79,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693906,367.44,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-14,GRAFTON MERCHANTING GB LTD,4693005,388.54,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693909,490.22,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693552,547.55,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693261,612.78,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4693008,643.44,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693891,825.83,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4693012,843.87,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692258,1029.37,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-21,GRAFTON MERCHANTING GB LTD,4693337,1115.21,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692443,1127.95,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-14,GRAFTON MERCHANTING GB LTD,4693000,1356.26,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692800,1399.4,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692799,1690.49,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692797,1885.99,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693896,2255.45,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4693011,2725.64,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-07,GRAFTON MERCHANTING GB LTD,4692798,2775.99,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693892,2856.18,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-14,GRAFTON MERCHANTING GB LTD,4693006,3012.18,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-16,GRAFTON MERCHANTING GB LTD,4694943,3265.09,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-03-28,GRAFTON MERCHANTING GB LTD,4693902,4460.04,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-07,GRAFTON MERCHANTING GB LTD,4693422,816.4,IHMT supplies not sure what invoice this relates to
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-03-21,GRAFTON MERCHANTING GB LTD,4694748,274.4,IHMT supplies
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-28,HAVEN BUILDING & MAINTENANCE,1700471,495,272026/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-21,HAVEN BUILDING & MAINTENANCE,1700181,696,272215/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-03-21,HAVEN BUILDING & MAINTENANCE,1700180,1044,278518/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-03-21,HAVEN BUILDING & MAINTENANCE,1700182,1455,267875/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693606,262.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-12,HAYS SPECIALIST RECRUITMENT,4694082,262.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693786,271.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693607,525,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-14,HAYS SPECIALIST RECRUITMENT,4694283,562.52,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-19,HAYS SPECIALIST RECRUITMENT,4694596,621.25,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693789,629,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-14,HAYS SPECIALIST RECRUITMENT,4694263,629,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693605,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693804,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-12,HAYS SPECIALIST RECRUITMENT,4694081,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-26,HAYS SPECIALIST RECRUITMENT,4694467,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-26,HAYS SPECIALIST RECRUITMENT,4694469,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-21,HAYS SPECIALIST RECRUITMENT,4694470,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-21,HAYS SPECIALIST RECRUITMENT,4694471,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-21,HAYS SPECIALIST RECRUITMENT,4694472,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-26,HAYS SPECIALIST RECRUITMENT,4694974,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-26,HAYS SPECIALIST RECRUITMENT,4694975,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-26,HAYS SPECIALIST RECRUITMENT,4695018,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-28,HAYS SPECIALIST RECRUITMENT,4695230,647.5,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4692397,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-05,HAYS SPECIALIST RECRUITMENT,4693790,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-26,HAYS SPECIALIST RECRUITMENT,4694921,693.77,REDACTED-PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-03-28,HAYS SPECIALIST RECRUITMENT,4695201,778.14,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700469,98.16,262315/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700469,98.16,264918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700469,98.16,266150/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275347/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275349/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275350/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275352/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276664/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276667/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276668/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276669/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276670/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276671/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276672/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276722/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276723/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276724/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,270590/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,271297/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275354/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275355/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275356/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275358/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275365/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275986/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275987/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276691/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276692/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276693/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276695/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276696/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276698/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276699/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,271306/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,274306/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275268/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275276/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275278/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275298/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275299/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276005/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276006/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276030/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276032/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276034/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276655/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276662/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,271324/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,272340/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,272392/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,272692/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,272744/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,274291/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,274300/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275988/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275995/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275996/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275998/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276000/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276002/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,276004/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275301/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275345/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,275346/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-14,HELP-LINK UK LTD,1699871,98.16,274302/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700468,98.16,276052/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700468,98.16,276053/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-03-28,HELP-LINK UK LTD,1700468,98.16,276054/1
