Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Pay date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,1ST SELECT LIMITED,4692736,305.5,
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,1ST SELECT LIMITED,4692134,373.1,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-05,1ST SELECT LIMITED,4691482,481,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-28,1ST SELECT LIMITED,4693144,487.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,ALTERNATIVE WINDOWS (LEEDS) LTD,1694724,270.3,267777/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,ALTERNATIVE WINDOWS (LEEDS) LTD,1697627,2920.50,273009/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,ALTERNATIVE WINDOWS (LEEDS) LTD,1694723,810,271897/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,ALTERNATIVE WINDOWS (LEEDS) LTD,1697626,2010.98,269686/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Protective Clothing,2018-02-28,ARCO LTD,4691928,208.84,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Electrical Repairs & Maint,2018-02-14,CITY LIFT SERVICES (NW) LTD,1696707,320,276535/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,CLARKES ENVIRONMENTAL LTD,1697639,240,277087/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,CLARKES ENVIRONMENTAL LTD,1697636,280,277026/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-14,CLARKES ENVIRONMENTAL LTD,1696708,339,276199/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-14,ENVIRONTEC LIMITED,1694734,250,274224/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,ENVIROVENT LTD,1693740,590,271125/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-21,ENVIROVENT LTD,1694743,225,269059/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-07,ENVIROVENT LTD,1694742,321.86,273452/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2018-02-28,ENVIROVENT LTD,1697193,550,274976/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1693761,290,274572/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-07,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1693762,310,274700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-21,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1694438,380,262201/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1696724,550,275968/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-14,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1694090,980,274573/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1696723,1290.00,275783/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-12,GRAFTON MERCHANTING GB LTD,4692433,258.43,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691316,208.58,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-14,GRAFTON MERCHANTING GB LTD,4692249,246,Capital Bathrooms
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691334,258.43,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-28,GRAFTON MERCHANTING GB LTD,4692405,389.83,Void Account
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4691632,530.37,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4691698,547.92,Public Buildings Account
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4691631,557.5,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691317,607.87,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-12,GRAFTON MERCHANTING GB LTD,4691296,655.77,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-14,GRAFTON MERCHANTING GB LTD,4691328,710.92,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-28,GRAFTON MERCHANTING GB LTD,4692365,742.7,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-19,GRAFTON MERCHANTING GB LTD,4691330,751.1,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691333,917.65,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691324,994.44,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691325,994.65,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4692360,1074.19,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-28,GRAFTON MERCHANTING GB LTD,4692364,1182.29,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-14,GRAFTON MERCHANTING GB LTD,4691313,1224.69,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4691658,1654.93,Void Account
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-14,GRAFTON MERCHANTING GB LTD,4692261,2137.01,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-28,GRAFTON MERCHANTING GB LTD,4692403,2429.97,Property Services
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4691694,3233.34,Day To Day Account
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-14,GRAFTON MERCHANTING GB LTD,4691310,3728.42,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-21,GRAFTON MERCHANTING GB LTD,4691635,4656.91,IHMT supplies
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2018-02-07,GRAFTON MERCHANTING GB LTD,4691326,5216.80,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-12,GRAFTON MERCHANTING GB LTD,4692264,301.84,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-12,GRAFTON MERCHANTING GB LTD,4692263,360,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-12,GRAFTON MERCHANTING GB LTD,4692262,414,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-07,GRAFTON MERCHANTING GB LTD,4691329,774.4,IHMT supplies
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2018-02-28,GRAFTON MERCHANTING GB LTD,4692853,315.56,Hire
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-28,HAVEN BUILDING & MAINTENANCE,1697671,224,271531/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2018-02-14,HAVEN BUILDING & MAINTENANCE,1696727,15000.00,257553/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-05,HAYS SPECIALIST RECRUITMENT,4691674,231,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692269,287.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692238,393.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692020,462.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4692885,462.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4693113,462.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-28,HAYS SPECIALIST RECRUITMENT,4692633,531,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692088,629,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692500,629,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4692886,629,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-28,HAYS SPECIALIST RECRUITMENT,4693441,629,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4693115,638.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692023,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-14,HAYS SPECIALIST RECRUITMENT,4692267,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692270,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692271,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692499,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692734,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-21,HAYS SPECIALIST RECRUITMENT,4692735,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4693114,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4693166,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-28,HAYS SPECIALIST RECRUITMENT,4693183,647.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4692024,693.77,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-28,HAYS SPECIALIST RECRUITMENT,4692883,693.77,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2018-02-26,HAYS SPECIALIST RECRUITMENT,4693325,693.77,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694765,98.16,269861/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694765,98.16,269894/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694765,98.16,269865/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697669,98.16,263953/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697669,98.16,268269/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697669,98.16,266188/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697667,98.16,267054/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697667,98.16,268818/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697667,98.16,267072/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697667,98.16,275928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697667,98.16,267069/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694763,98.16,263350/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694763,98.16,253827/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694763,98.16,265661/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694763,98.16,267953/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694763,98.16,267941/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694763,98.16,265645/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694748,178,274793/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694748,178,274794/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694748,178,274795/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,270597/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272714/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272730/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272731/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272751/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272752/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,270593/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,270594/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271315/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271316/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271327/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271329/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271330/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272377/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272378/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272384/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272385/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272388/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272389/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272689/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272338/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272339/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271335/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271336/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271337/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271338/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272372/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272373/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272374/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272375/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272376/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271339/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272329/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272330/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272332/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272336/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272337/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272341/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272344/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272354/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272703/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272704/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272705/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272706/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272707/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272712/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272355/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272357/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271332/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271333/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271334/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,270625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271303/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271305/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271307/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271308/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,271309/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-07,HELP-LINK UK LTD,1694764,98.16,272713/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,271326/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,271340/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273188/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273189/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273158/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273159/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273160/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273161/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273162/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273163/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273167/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273168/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273169/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2018-02-28,HELP-LINK UK LTD,1697666,98.16,273170/1
