Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,262800/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,263374/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,264680/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,264921/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,261476/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,261479/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,261480/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268812/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268813/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268822/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268823/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268825/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,269457/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268241/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268243/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268250/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268251/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268814/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268819/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268821/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268252/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268253/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268254/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268810/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,254781/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,255547/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,257747/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,258904/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,259486/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,261496/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,261501/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,261878/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,262299/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268257/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268263/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268265/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268266/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,264926/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,266140/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,266159/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268791/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268792/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268793/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268794/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,267955/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268233/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268799/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268800/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268801/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268802/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,269458/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268795/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268796/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,268798/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,267533/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,267924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,267925/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-22,HELP-LINK UK LTD,1687977,98.16,267927/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261457/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261466/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261474/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261483/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261484/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261875/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262344/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262346/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263376/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263377/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263378/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,260522/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267080/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267085/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267088/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267947/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,252241/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,255576/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,10.3,263368/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,266180/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,266184/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267059/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267065/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267071/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267079/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263334/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263352/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263364/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263365/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264889/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264909/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264936/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265504/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265639/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265662/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265663/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265667/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265668/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261876/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265673/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,176.29,265680/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265681/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,266141/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264937/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262373/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262773/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262775/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263379/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263923/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263950/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,263951/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264687/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264688/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,176.29,264713/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,256899/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,256910/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,257384/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,257693/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,258956/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,259595/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,261437/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,267081/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264945/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,264947/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265487/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265496/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,265497/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262784/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2017-11-15,HELP-LINK UK LTD,1685885,98.16,262801/1
