Body Name,Expenditure Category,Capital / Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371582/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371583/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371584/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371585/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371586/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371587/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371588/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371589/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371590/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,371591/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372556/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372708/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372711/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372717/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372735/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372741/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372746/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372748/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372751/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372839/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372848/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372853/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372858/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372868/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372869/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372870/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372880/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372883/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372885/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372889/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372894/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372899/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372909/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372912/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372913/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372919/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372923/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372926/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372936/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372938/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372940/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372956/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372957/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372959/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372960/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372962/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372964/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372967/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372970/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372974/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372976/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372977/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,372981/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374475/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374479/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374483/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374484/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374500/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374509/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374522/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374531/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374534/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374539/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374579/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374580/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374604/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,374607/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,376911/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,376913/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-17,SURE MAINTENANCE LIMITED,1817149,112.72,376914/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,THE TEX SERVICES GROUP,1817013,320,376219/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-08,TRAVIS PERKINS,3652865,244.49,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-08,TRAVIS PERKINS,3652868,257.09,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,TRAVIS PERKINS,3654716,299.44,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-08,TRAVIS PERKINS,3652876,718.09,IHMT
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,WHARFEDALE DECORATIONS LTD,1818669,840,374058/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,WPF SOLUTIONS UK LTD,1816755,3162.08,376786/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,WPF SOLUTIONS UK LTD,1816754,3846.65,376785/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,WPF SOLUTIONS UK LTD,1816753,13872.27,376784/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,WPF SOLUTIONS UK LTD,1816753,10628.65,376782/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-31,YORKSHIRE SEAMLESS GUTTERS UK,1818672,680,377478/4
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-31,YORKSHIRE SEAMLESS GUTTERS UK,1818670,820,377199/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-31,YORKSHIRE SEAMLESS GUTTERS UK,1818671,1960.00,374260/2
Harrogate Borough Council,Transport,R,Community,Strategic Development,Fuel/Oil,2022-08-08,ALLSTAR BUSINESS SOLUTIONS LTD,3653374,15.05,AS60046921
Harrogate Borough Council,Premises,R,Community,Strategic Development,Signs,2022-08-10,COLTON SIGNS LTD,3653292,898,SUPPLY FORAL DISPLAY STAND SIGN
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2022-08-10,COLTON SIGNS LTD,3653291,491,
Harrogate Borough Council,Premises,R,Community,Strategic Development,Payments to Ext Contractors,2022-08-10,DTMS LTD,3653533,580,
Harrogate Borough Council,Premises,R,Community,Strategic Development,Payments to Ext Contractors,2022-08-10,DTMS LTD,3653533,580,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2022-08-31,EUCLID LTD,3653766,305.56,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2022-08-24,MUMBLER LTD,3653933,305,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2022-08-17,PLATINUM PRINT LTD,3653029,2553.00,
Harrogate Borough Council,Supplies and Services,R,Community,Strategic Development,Marketing/Promotion,2022-08-31,REACH-DATA LTD,3654948,2042.09,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,ARCO LTD,3652143,259.36,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Stationery/Office Consumables,2022-08-24,BANNER GROUP LTD,3653914,18.37,CONSOLIDATED INVOICE
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-17,BRIDGWATER AND TAUNTON COLLEGE,3654168,360,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,CLAD SAFETY PRODUCTS,3652443,45.6,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,CLAD SAFETY PRODUCTS,3652443,45.6,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,CLAD SAFETY PRODUCTS,3652443,45.6,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,CLAD SAFETY PRODUCTS,3652443,55.4,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,CLAD SAFETY PRODUCTS,3652443,55.4,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-03,CLAD SAFETY PRODUCTS,3652443,55.4,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,10.35,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,20.55,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,24.24,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,27.4,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,27.72,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,27.72,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,40.5,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,40.5,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,54.66,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,CLAD SAFETY PRODUCTS,3653343,81,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-10,CLAD SAFETY PRODUCTS,3652888,627.5,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-22,ELIS UK LIMITED,3654410,241.34,
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Equipment,2022-08-03,G H BROOKS & CO LTD,3652441,240.33,CONCRETE PAVING
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,HAZCHEM SAFETY LLP,3654075,14.5,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,HAZCHEM SAFETY LLP,3654075,20.3,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,HAZCHEM SAFETY LLP,3654075,81.08,Protective Clothing
Harrogate Borough Council,Supplies and Services,R,Community,Technical,Protective Clothing,2022-08-24,HAZCHEM SAFETY LLP,3654075,101.35,Protective Clothing
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-31,HILL START DRIVING,3654839,1655.00,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-31,ICCM PAYMENTS,3654219,270,Non qualification training
Harrogate Borough Council,Employees,R,Community,Technical,Qualification Training,2022-08-22,MELMERBY TRAINING SERVICES,3653215,420,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-08,MELMERBY TRAINING SERVICES,3652264,399,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-22,MELMERBY TRAINING SERVICES,3654534,115,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-22,MELMERBY TRAINING SERVICES,3654534,400,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-17,MELMERBY TRAINING SERVICES,3654214,541,
Harrogate Borough Council,Employees,R,Community,Technical,Non Qualification Training,2022-08-22,MELMERBY TRAINING SERVICES,3654533,1891.00,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2022-08-08,PARK LANE SERVICES (KNARESBOROUGH) LTD,3653257,1540.00,
Harrogate Borough Council,Premises,R,Community,Technical,Payments to Ext Contractors,2022-08-08,PARK LANE SERVICES (KNARESBOROUGH) LTD,3653256,2710.00,
Harrogate Borough Council,Premises,R,Community,Technical,Reactive Repairs & Maint - Bldgs,2022-08-31,PARK LANE SERVICES (KNARESBOROUGH) LTD,3654862,1560.00,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653658,520.11,Gas - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653585,567.98,Gas - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653645,955.75,Gas - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653706,1166.84,Gas - Blossomgate Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653596,1176.76,Gas - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653599,1344.97,Gas - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653588,1516.11,Gas - Maple Creek - Masham (Communal)
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653691,1422.77,Gas - Collins Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653656,1686.51,Gas - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653704,1995.77,Gas - Carlton Lodge
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653653,2108.74,Gas - Maple Creek - Masham (Communal)
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653664,2522.71,Gas - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653700,2863.10,Gas - Maple Creek - Masham (Communal)
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653708,3117.99,Gas - Hewitson Court
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653589,3685.33,Gas - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653648,4476.63,Gas - Bondgate Court Community Hall
Harrogate Borough Council,Premises,R,Community,Wardens Service,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653695,5503.08,Gas - Bondgate Court Community Hall
Harrogate Borough Council,Supplies and Services,R,Community,Wardens Service,Wel being Charges,2022-08-10,DORO CARE (UK) LTD,3652955,1985.32,
Harrogate Borough Council,Premises,R,Community,Wardens Service,Fixtures & Fittings,2022-08-10,JLA TOTAL CARE LTD,3652222,348.9,Blossomgate
Harrogate Borough Council,Premises,R,Community,Wardens Service,Fixtures & Fittings,2022-08-10,JLA TOTAL CARE LTD,3652223,348.9,Hewitson Court
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,2022-08-17,NORTHGATE VEHICLE HIRE LTD,3654295,582.64,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Waste & Environmental Services Unit,Equipment,2022-08-08,TURNERS GARDENING MACHINERY LTD,3653861,2320.00,Equipment
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2022-08-31,ARROW SELF DRIVE,3653378,1461.42,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Subsistence,2022-08-08,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3651911,71.63,Travel Invoice for Month 20226
Harrogate Borough Council,Premises,R,Community,Waste & Recycling,Refuse Collection/Removal,2022-08-24,LEEDS CITY COUNCIL,3654703,573.21,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2022-08-24,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3654630,1143.60,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2022-08-24,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3654634,1143.60,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Recycling Payments,2022-08-24,NORTH YORKSHIRE COUNTY COUNCIL WASTE MANAGEMENT SERVICES,3654632,1429.50,
Harrogate Borough Council,Transport,R,Community,Waste & Recycling,Hire of Vehicles/Plant,2022-08-08,RIVERSIDE TRUCK RENTAL LIMITED,3653767,4774.00,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2022-08-17,SSI SCHAEFER LTD,3652999,23634.00,Purchase of Bulk Containers
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Purchase of Bulk Containers,2022-08-03,SSI SCHAEFER LTD,3652021,33128.00,Purchase of Bulk Containers
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2022-08-22,TRAVAIL EMPLOYMENT GROUP LTD,3654404,977.84,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2022-08-22,TRAVAIL EMPLOYMENT GROUP LTD,3652644,1056.93,
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,2022-08-24,TRAVAIL EMPLOYMENT GROUP LTD,3654562,1064.12,
Harrogate Borough Council,Supplies and Services,R,Community,Waste & Recycling,Equipment,2022-08-03,WEIR & CARMICHAEL LTD,3652236,39966.50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Credit Card Services,2022-08-03,ADELANTE SOFTWARE LTD,3652906,527.64,ConnectPay Invoice for Period 01062022 to 30062022
Harrogate Borough Council,Transport,R,Corporate Affairs,Accountancy,Travel,2022-08-17,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3653765,72.47,Travel Invoice for Month 20227
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Audit Fees,2022-08-01,MAZARS LLP,3653281,3000.00,Audit Fees
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Superannuation,2022-08-17,NORTH YORKSHIRE COUNTY COUNCIL,3654356,8019.52,NYPF EARLY RETIREMENT RECHARGE Q4
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Superannuation,2022-08-17,NORTH YORKSHIRE COUNTY COUNCIL,3652959,102049.55,NYPF STRAIN ON THE FUND COSTS Q1 202223
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Professional Subscriptions,2022-08-31,WEST DEVON BOROUGH COUNCIL,3654784,2833.00,Rural Services Network annual subscription
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Benefits,Other Fees,2022-08-31,GOVTECH SOLUTIONS LTD,3653485,12623.00,
Harrogate Borough Council,Transport,R,Corporate Affairs,Communications & Marketing,Travel,2022-08-17,CORPORATE TRAVEL MANAGEMENT (NORTH) LTD,3653765,38.35,Travel Invoice for Month 20227
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2022-08-10,PERTEMPS LTD,3653943,395.2,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,2022-08-10,PERTEMPS LTD,3653942,511.94,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2022-08-24,NEC SOFTWARE SOLUTIONS UK LTD,3653263,750,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,2022-08-24,NEC SOFTWARE SOLUTIONS UK LTD,3653473,1867.50,
